"a" "b"
"61" 2625.80028 15.267
"74" 2661.75283 15.36
"349" 4473.60247 15.238
"336" 4425.84138 15.349
"233" 3686.82337 15.366
"169" 3106.49987 15.181
"63" 2631.60292 15.519
"236" 3695.72539 15.489
"189" 3306.75837 15.465
"294" 4055.71549 15.295
"193" 3321.64925 15.478
"227" 3656.83284 15.359
"223" 3638.81265 15.451
"10" 2232.69462 15.191
"28" 2288.72424 15.183
"250" 3739.65595 15.448
"282" 4016.82601 15.477
"98" 2915.81331 15.262
"367" 4540.53609 15.224
"34" 2302.66705 15.503
"105" 2946.74736 15.271
"72" 2657.68041 15.521
"242" 3712.84711 15.359
"109" 2957.71625 15.228
"116" 2979.78679 15.181
"79" 2673.62991 15.169
"147" 3047.56187 15.284
"145" 3043.56831 15.253
"68" 2646.64253 15.467
"314" 4164.53341 15.356
"69" 2650.60924 15.324
"326" 4379.79026 15.177
"244" 3718.64663 15.189
"21" 2264.66431 15.43
"279" 4007.71507 15.367
"115" 2977.73471 15.414
"42" 2350.5119 15.409
"122" 2992.65919 15.418
"342" 4450.69455 15.202
"130" 3008.61964 15.528
"85" 2690.57165 15.458
"210" 3406.62357 15.345
"15" 2244.81997 15.258
"238" 3700.72246 15.234
"134" 3018.6393 15.391
"99" 2921.81554 15.414
"191" 3310.80746 15.519
"17" 2251.83806 15.186
"154" 3061.54608 15.19
"185" 3296.71362 15.223
"119" 2986.67718 15.305
"255" 3751.70169 15.499
"363" 4523.57622 15.429
"57" 2617.71414 15.207
"313" 4153.55112 15.381
"345" 4458.66463 15.257
"4" 2184.83761 15.213
"90" 2732.4943 15.472
"13" 2240.76734 15.213
"53" 2588.8493 15.326
"186" 3298.7937 15.41
"41" 2345.50978 15.241
"284" 4025.86815 15.286
"268" 3804.5434 15.197
"19" 2256.6834 15.355
"356" 4498.60434 15.375
"139" 3028.66882 15.222
"161" 3081.61684 15.325
"267" 3797.54692 15.211
"316" 4192.51005 15.349
"312" 4147.57227 15.442
"55" 2599.75796 15.296
"300" 4072.6447 15.526
"278" 4004.7825 15.461
"151" 3055.55404 15.333
"354" 4489.68778 15.406
"213" 3429.5879 15.425
"38" 2325.59098 15.45
"120" 2988.64222 15.37
"177" 3254.89361 15.517
"273" 3973.91831 15.324
"22" 2269.74173 15.348
"83" 2681.67099 15.271
"103" 2939.74865 15.325
"71" 2654.7293 15.162
"225" 3646.84706 15.535
"315" 4176.53911 15.452
"112" 2966.69088 15.415
"184" 3294.76423 15.375
"84" 2685.61802 15.303
"251" 3741.67093 15.236
"287" 4037.7492 15.374
"5" 2200.81856 15.377
"234" 3689.73831 15.26
"330" 4397.76866 15.394
"35" 2304.68306 15.271
"93" 2892.84581 15.525
"32" 2296.72308 15.201
"96" 2905.89747 15.29
"246" 3725.69699 15.425
"302" 4080.66108 15.277
"332" 4406.79634 15.306
"286" 4030.85213 15.451
"219" 3608.91685 15.449
"340" 4441.84253 15.495
"208" 3403.63609 15.448
"228" 3661.76825 15.521
"240" 3705.71685 15.399
"197" 3338.6933 15.249
"131" 3010.63987 15.313
"9" 2230.67285 15.358
"111" 2963.72396 15.526
"78" 2671.62252 15.416
"128" 3004.61954 15.507
"331" 4402.84617 15.275
"195" 3329.74366 15.517
"45" 2526.88328 15.534
"215" 3444.51373 15.427
"49" 2563.7861 15.48
"110" 2960.83846 15.181
"359" 4507.60117 15.3
"263" 3775.61557 15.272
"37" 2322.58454 15.169
"333" 4409.86884 15.204
"192" 3314.72875 15.524
"12" 2238.63227 15.431
"124" 2996.63234 15.437
"164" 3089.54747 15.371
"353" 4486.66987 15.495
"135" 3020.6803 15.181
"142" 3035.63234 15.166
"25" 2279.71783 15.431
"206" 3390.76971 15.221
"204" 3379.76593 15.267
"150" 3053.55538 15.489
"221" 3628.91072 15.268
"357" 4500.72736 15.368
"62" 2628.60426 15.174
"149" 3051.55903 15.297
"346" 4463.67697 15.418
"126" 3000.63201 15.475
"293" 4053.7657 15.523
"311" 4129.69592 15.198
"66" 2642.658 15.518
"247" 3727.64135 15.342
"261" 3769.67659 15.455
"14" 2242.76918 15.469
"347" 4466.66668 15.313
"303" 4084.69068 15.166
"162" 3084.52366 15.207
"229" 3665.77147 15.498
"296" 4060.63344 15.437
"143" 3038.61586 15.493
"44" 2519.90501 15.346
"323" 4369.76969 15.345
"344" 4456.67997 15.478
"202" 3366.69366 15.508
"108" 2955.7836 15.462
"174" 3230.89011 15.321
"80" 2675.62297 15.445
"338" 4435.74573 15.201
"259" 3761.70106 15.39
"29" 2290.75902 15.401
"319" 4350.81078 15.304
"321" 4362.76162 15.399
"33" 2298.67916 15.465
"262" 3772.64442 15.374
"216" 3450.54758 15.236
"350" 4477.68954 15.29
"89" 2711.56216 15.269
"176" 3246.90549 15.462
"366" 4538.59211 15.447
"339" 4439.76215 15.21
"218" 3591.9244 15.17
"65" 2640.66581 15.269
"264" 3778.61481 15.158
"43" 2365.52911 15.433
"20" 2262.68056 15.163
"341" 4444.6788 15.381
"235" 3692.66137 15.171
"245" 3721.62982 15.521
"181" 3281.74633 15.229
"3" 2183.83809 15.387
"121" 2990.77552 15.158
"27" 2283.73569 15.458
"54" 2594.72677 15.262
"285" 4028.77796 15.181
"187" 3300.84966 15.183
"31" 2294.70147 15.421
"48" 2551.80425 15.383
"212" 3415.61037 15.516
"317" 4316.93996 15.268
"248" 3731.6717 15.379
"163" 3086.56163 15.481
"292" 4051.66656 15.252
"104" 2942.72684 15.225
"337" 4431.71858 15.207
"86" 2694.56252 15.484
"301" 4077.67683 15.225
"275" 3987.84887 15.181
"288" 4040.74416 15.288
"40" 2337.55 15.166
"310" 4126.60707 15.276
"23" 2273.63686 15.266
"7" 2226.7174 15.329
"352" 4483.67106 15.379
"165" 3092.53149 15.301
"178" 3262.86816 15.34
"146" 3045.60743 15.505
"59" 2622.82527 15.361
"141" 3033.6246 15.393
"82" 2679.6841 15.493
"50" 2571.84268 15.504
"127" 3002.61672 15.249
"299" 4069.60677 15.205
"226" 3653.78046 15.443
"123" 2994.75638 15.177
"180" 3276.83313 15.465
"138" 3026.6633 15.459
"274" 3979.90413 15.244
"117" 2981.79419 15.462
"73" 2659.75358 15.328
"297" 4065.65154 15.302
"56" 2607.72242 15.357
"256" 3754.56348 15.449
"207" 3400.62658 15.531
"318" 4345.85751 15.198
"155" 3064.56904 15.521
"335" 4420.84527 15.183
"327" 4383.79533 15.238
"241" 3707.69186 15.188
"114" 2975.66399 15.203
"81" 2677.62088 15.229
"153" 3059.55187 15.357
"351" 4479.67097 15.513
"182" 3283.84617 15.419
"113" 2972.84205 15.249
"217" 3570.93107 15.366
"107" 2952.72204 15.498
"6" 2206.75472 15.192
"266" 3790.56721 15.279
"158" 3072.54011 15.297
"200" 3355.71057 15.532
"324" 4373.74517 15.371
"60" 2624.81905 15.161
"252" 3745.6017 15.259
"194" 3325.71101 15.518
"125" 2998.61387 15.212
"170" 3109.4965 15.51
"280" 4009.78827 15.245
"320" 4355.83276 15.46
"94" 2896.8203 15.45
"328" 4388.73521 15.383
"106" 2949.73098 15.163
"75" 2663.67972 15.346
"133" 3016.65389 15.236
"358" 4502.65395 15.219
"51" 2577.78119 15.348
"77" 2667.64953 15.378
"283" 4021.85777 15.256
"258" 3758.65373 15.496
"243" 3715.84494 15.253
"156" 3067.5569 15.438
"18" 2253.6783 15.43
"166" 3098.5296 15.379
"2" 2171.87872 15.482
"343" 4453.67716 15.469
"36" 2316.54728 15.364
"136" 3022.74593 15.422
"199" 3352.83136 15.183
"276" 3994.90389 15.211
"24" 2277.70845 15.155
"157" 3069.54183 15.196
"355" 4493.64736 15.429
"140" 3030.70416 15.499
"95" 2900.90853 15.238
"214" 3434.57726 15.365
"231" 3674.85963 15.266
"183" 3289.75969 15.214
"92" 2883.88061 15.337
"254" 3749.59754 15.291
"175" 3238.87368 15.384
"88" 2705.5355 15.462
"129" 3006.66858 15.283
"281" 4014.81366 15.312
"196" 3334.63986 15.201
"148" 3049.56679 15.523
"16" 2249.69232 15.403
"307" 4117.63435 15.489
"224" 3641.78272 15.349
"309" 4123.70607 15.388
"325" 4376.78469 15.291
"64" 2634.58165 15.459
"30" 2292.73386 15.169
"237" 3698.68309 15.458
"209" 3406.56995 15.344
"334" 4416.8236 15.186
"102" 2932.86976 15.397
"58" 2620.67881 15.361
"308" 4121.63539 15.322
"298" 4067.61707 15.378
"171" 3113.48456 15.376
"271" 3960.89298 15.442
"203" 3377.65021 15.473
"362" 4520.55764 15.54
"265" 3785.59847 15.329
"201" 3359.63175 15.515
"97" 2910.80797 15.438
"304" 4092.77208 15.249
"159" 3075.54066 15.515
"198" 3349.67067 15.212
"152" 3057.55328 15.328
"361" 4515.56553 15.378
"270" 3935.9439 15.236
"173" 3133.49104 15.284
"306" 4107.66879 15.25
"11" 2234.68769 15.39
"220" 3615.91062 15.386
"365" 4531.54346 15.505
"269" 3817.51022 15.371
"291" 4048.72375 15.353
"91" 2872.86716 15.365
"364" 4525.58169 15.202
