"a" "b"
"334" 4439.69761 15.307
"151" 3052.5393 15.035
"164" 3084.56008 15.025
"30" 2283.76877 15.362
"311" 4153.58864 14.964
"124" 2992.69383 14.896
"246" 3736.68515 14.981
"280" 4026.67446 15.164
"67" 2634.6542 15.169
"96" 2894.82989 15.197
"100" 2915.84577 15.359
"278" 4016.85804 14.881
"244" 3731.70421 15.32
"260" 3772.67699 14.983
"329" 4410.83705 15.177
"168" 3102.50707 15.142
"64" 2626.66734 15.167
"212" 3434.61372 15.168
"287" 4048.75564 14.958
"27" 2277.74234 15.016
"265" 3797.57996 14.969
"140" 3028.73154 14.875
"248" 3740.60977 15.052
"349" 4491.70954 15.321
"259" 3769.70892 14.999
"318" 4364.81004 14.922
"199" 3355.69142 15.334
"154" 3057.58644 14.987
"292" 4060.66547 15.038
"315" 4350.89348 15.189
"239" 3715.6466 15.301
"59" 2607.75928 15.344
"266" 3805.51258 14.964
"268" 3937.92789 15.036
"36" 2299.68773 15.345
"238" 3712.82894 14.877
"97" 2899.83072 15.352
"251" 3748.63551 15.038
"50" 2555.86135 15.36
"276" 4004.81449 14.902
"354" 4509.62542 14.972
"206" 3399.64041 15.33
"149" 3048.54381 15.035
"320" 4370.77779 15.159
"297" 4077.70899 14.996
"225" 3660.75461 14.903
"84" 2679.71478 15.334
"286" 4046.66711 15.15
"192" 3321.6819 14.998
"75" 2657.71113 15.012
"107" 2946.77972 15.189
"1" 2183.87105 15.359
"223" 3653.81291 15.02
"150" 3050.54496 15.145
"185" 3296.79576 14.896
"35" 2297.69496 15.022
"62" 2620.71356 14.864
"114" 2966.72968 15.177
"243" 3728.63299 15.028
"167" 3092.56652 15.024
"65" 2628.83278 14.861
"191" 3314.77252 15.185
"236" 3705.74933 14.995
"326" 4392.79227 14.941
"338" 4453.7108 14.976
"70" 2642.69165 15.177
"257" 3761.73351 14.992
"108" 2949.76339 15.02
"169" 3105.54588 14.966
"343" 4471.65701 15.294
"323" 4379.82242 15.328
"102" 2925.79149 15.021
"95" 2888.89484 14.867
"173" 3125.49089 14.96
"358" 4533.5489 14.951
"317" 4361.82562 14.999
"245" 3734.69711 15.159
"291" 4057.72615 14.999
"116" 2975.77994 15.359
"163" 3081.6517 14.991
"230" 3689.77361 15.001
"196" 3338.72624 15.183
"269" 3961.88655 15.03
"6" 2217.7527 15.03
"111" 2957.74859 15.023
"126" 2996.66486 14.913
"142" 3033.65863 14.999
"219" 3633.83127 15.027
"226" 3671.76994 15.334
"290" 4055.74725 15.318
"93" 2870.91432 15.206
"119" 2979.81978 15.347
"132" 3008.66075 14.922
"205" 3396.60299 15.018
"152" 3054.54074 15.15
"312" 4164.57005 15.148
"202" 3381.78842 15.023
"357" 4530.52719 15.121
"134" 3012.7678 14.866
"90" 2705.57063 14.995
"337" 4450.73428 15.154
"175" 3229.92229 15.042
"11" 2232.72493 14.855
"20" 2256.72138 14.858
"76" 2659.73557 15.363
"264" 3790.59968 15.147
"214" 3452.50771 15.151
"176" 3247.85568 15.37
"153" 3056.54 15.043
"235" 3702.8425 15.181
"146" 3042.60877 15.151
"350" 4494.6552 15.144
"117" 2977.76784 15.016
"342" 4467.66827 15.298
"3" 2191.84658 15.378
"347" 4484.66757 15.078
"72" 2650.6736 15.173
"26" 2275.73878 15.353
"74" 2655.64936 15.327
"229" 3686.85572 15.189
"139" 3026.69573 15.168
"122" 2988.67729 14.906
"220" 3638.77658 15.171
"41" 2326.53367 15.156
"8" 2226.74779 15.2
"2" 2189.81734 15.042
"171" 3111.50226 15.299
"170" 3108.52424 15.067
"52" 2563.82032 15.363
"274" 3995.79317 15.332
"295" 4069.6394 14.98
"88" 2695.54224 15.305
"184" 3294.79006 15.199
"249" 3743.60596 15.305
"123" 2990.7535 15.181
"105" 2939.78122 15.332
"68" 2637.68037 15.013
"270" 3968.8693 14.881
"25" 2273.80091 15.038
"12" 2234.71812 15.19
"178" 3268.82423 14.869
"277" 4007.74706 15.321
"42" 2331.56422 15.32
"263" 3785.63095 14.972
"94" 2883.91379 15.356
"43" 2337.58304 14.995
"106" 2942.75929 15.179
"234" 3700.75487 14.906
"336" 4448.72391 15.021
"272" 3981.76241 15
"232" 3695.77331 15.335
"216" 3592.9173 14.865
"56" 2589.74139 15.021
"99" 2910.84991 15.2
"306" 4122.65818 15.139
"255" 3756.76205 14.912
"19" 2253.71408 15.014
"261" 3775.64833 15.313
"189" 3308.80754 14.873
"284" 4040.77693 14.939
"305" 4117.66645 14.983
"78" 2663.71832 15.332
"156" 3060.55271 15.027
"80" 2667.77348 15.346
"71" 2644.69001 14.875
"16" 2244.85037 14.88
"101" 2921.84813 15.032
"179" 3273.7833 15.018
"120" 2983.7275 15.346
"79" 2665.75334 15.021
"247" 3738.63823 15.155
"130" 3004.65199 14.925
"340" 4459.65968 15.301
"112" 2961.73124 15.014
"267" 3818.52526 15.133
"341" 4464.65782 15.08
"158" 3067.58931 15.308
"14" 2240.7978 14.877
"127" 2998.64768 15.169
"208" 3409.54605 14.979
"162" 3077.65975 15.007
"91" 2712.53301 15.009
"314" 4345.88282 15.018
"4" 2200.8528 14.875
"21" 2258.82925 15.208
"210" 3421.59004 14.979
"331" 4425.71709 14.992
"316" 4355.86489 15.333
"313" 4178.53686 15.129
"241" 3722.63262 15.157
"113" 2963.79034 15.357
"190" 3310.83989 15.2
"356" 4523.53167 15.289
"92" 2733.50305 14.979
"125" 2994.78882 15.19
"209" 3414.54137 15.144
"38" 2303.654 15.336
"34" 2295.69682 15.349
"195" 3334.6736 15.162
"109" 2952.75662 14.869
"166" 3089.58118 14.985
"299" 4084.72268 14.987
"104" 2933.77536 15.006
"359" 4537.54464 14.949
"57" 2594.76068 15.201
"353" 4507.63149 15.3
"218" 3629.77584 15.008
"13" 2238.66943 15.177
"110" 2955.82095 15.352
"330" 4416.86053 14.895
"60" 2613.68361 15.005
"344" 4474.71116 15.157
"18" 2251.81759 15.365
"82" 2675.68956 15.318
"221" 3641.81498 15.021
"24" 2271.64782 15.331
"293" 4065.71303 14.985
"165" 3087.52385 15.297
"250" 3746.6072 15.147
"29" 2281.74049 15.023
"304" 4107.73834 15.323
"172" 3114.49368 15.133
"157" 3062.5464 15.143
"355" 4520.60029 15.161
"204" 3394.72361 15.176
"198" 3352.67013 14.949
"186" 3298.82637 15.216
"345" 4478.72488 15.154
"159" 3069.57445 14.979
"182" 3283.87875 15.36
"135" 3016.68664 14.896
"58" 2599.80209 15.357
"133" 3010.6724 15.15
"332" 4431.7754 15.313
"129" 3002.6502 15.164
"86" 2685.65055 15.003
"301" 4092.80537 14.918
"22" 2261.62742 14.991
"275" 3999.82605 15.334
"144" 3038.64841 15.18
"254" 3754.662 15.155
"141" 3030.73656 15.18
"346" 4481.754 14.988
"271" 3974.84285 15.182
"211" 3429.52077 14.982
"327" 4397.80278 14.997
"256" 3758.68731 15.163
"89" 2699.59456 15.314
"103" 2929.82853 15.033
"215" 3585.92445 15.037
"197" 3349.70338 15.004
"227" 3675.78501 15.331
"324" 4383.82748 15.336
"40" 2322.6243 15.16
"23" 2265.67141 15.008
"69" 2640.72897 14.858
"262" 3778.64734 15.144
"138" 3024.72668 14.885
"73" 2652.65843 14.887
"309" 4131.55595 15.29
"328" 4402.87821 15.19
"279" 4023.76136 15.33
"242" 3725.72948 15.008
"180" 3276.82889 14.858
"187" 3303.79821 15.35
"5" 2211.82584 15.376
"222" 3646.89424 15.198
"294" 4067.65139 15.31
"321" 4373.77771 14.999
"160" 3072.62132 14.961
"51" 2559.74896 15.359
"55" 2580.84063 14.862
"155" 3058.53294 15.145
"118" 2977.79386 15.02
"296" 4072.67668 15.018
"77" 2661.78333 15.013
"258" 3765.60033 14.986
"61" 2617.77426 15.013
"335" 4442.7652 15.172
"9" 2228.79141 14.866
"188" 3306.79083 15.178
"147" 3044.55085 15.034
"231" 3692.694 14.957
"193" 3325.74368 15.011
"10" 2230.70437 15.186
"183" 3289.79251 15.029
"360" 4540.56837 15.193
"339" 4457.6804 14.973
"98" 2905.82003 15.019
"217" 3617.86546 15.028
"273" 3987.88636 15.335
"240" 3718.67918 15.165
"131" 3006.70154 15.163
"319" 4366.83248 15.178
"282" 4031.70115 15.327
"207" 3404.56695 15.06
