"a" "b"
"361" 4474.69725 15.625
"172" 3087.50835 15.488
"299" 4037.76723 15.409
"106" 2921.83389 15.364
"187" 3262.88809 15.436
"244" 3683.79394 15.32
"45" 2337.5684 15.308
"220" 3404.55254 15.319
"136" 3002.63606 15.509
"71" 2634.64098 15.593
"177" 3105.53125 15.503
"54" 2555.84677 15.498
"159" 3054.52645 15.464
"143" 3020.69899 15.52
"112" 2946.76552 15.347
"157" 3050.53074 15.378
"371" 4509.61224 15.365
"351" 4439.68372 15.315
"327" 4153.57452 15.454
"104" 2910.83556 15.337
"21" 2253.69693 15.565
"324" 4126.68907 15.341
"310" 4067.63758 15.596
"14" 2234.70494 15.508
"113" 2949.7492 15.562
"98" 2870.89976 15.382
"267" 3748.62147 15.581
"270" 3754.64788 15.61
"57" 2571.86114 15.433
"268" 3750.59445 15.585
"158" 3052.52503 15.421
"261" 3734.68308 15.344
"297" 4028.79636 15.331
"344" 4402.86424 15.59
"3" 2184.85846 15.308
"372" 4523.51762 15.589
"149" 3033.64446 15.399
"214" 3381.77409 15.374
"230" 3590.93084 15.449
"120" 2969.66437 15.445
"29" 2277.72913 15.409
"78" 2655.63169 15.568
"145" 3024.71244 15.551
"125" 2979.80571 15.594
"174" 3092.55191 15.558
"331" 4350.83055 15.357
"335" 4366.8184 15.54
"234" 3633.80865 15.627
"85" 2671.65579 15.375
"79" 2657.69795 15.46
"117" 2961.71708 15.338
"315" 4084.70881 15.53
"169" 3077.64537 15.6
"52" 2544.82264 15.325
"208" 3349.68906 15.422
"110" 2939.76695 15.539
"155" 3046.55239 15.341
"247" 3692.67993 15.476
"258" 3725.71543 15.504
"61" 2594.74621 15.513
"144" 3022.76419 15.549
"304" 4051.73225 15.47
"256" 3721.85972 15.462
"11" 2228.77822 15.437
"274" 3765.58492 15.577
"334" 4364.79594 15.487
"284" 3937.91339 15.387
"338" 4376.8028 15.58
"163" 3060.53836 15.577
"64" 2613.66945 15.53
"161" 3057.57214 15.335
"26" 2271.6347 15.303
"182" 3134.47653 15.573
"15" 2238.65626 15.575
"240" 3660.74044 15.412
"352" 4442.7513 15.593
"290" 3999.81198 15.583
"360" 4471.64308 15.325
"118" 2963.77616 15.38
"109" 2933.76112 15.423
"354" 4450.72038 15.374
"246" 3689.75949 15.451
"175" 3098.55401 15.61
"92" 2690.59016 15.425
"365" 4487.71644 15.591
"340" 4383.81348 15.539
"27" 2273.78773 15.344
"48" 2397.49866 15.505
"295" 4023.74736 15.554
"349" 4431.76151 15.419
"260" 3731.69019 15.576
"223" 3418.61977 15.537
"239" 3656.85453 15.475
"287" 3981.7483 15.372
"265" 3743.59188 15.459
"320" 4107.72444 15.332
"332" 4355.85072 15.604
"355" 4453.6969 15.568
"322" 4122.64431 15.378
"156" 3048.52953 15.36
"281" 3797.5657 15.546
"345" 4410.82314 15.537
"312" 4072.66281 15.51
"329" 4177.5405 15.307
"41" 2317.56442 15.496
"279" 3785.61675 15.331
"37" 2297.68171 15.454
"350" 4435.79579 15.334
"30" 2279.73508 15.459
"255" 3718.66514 15.608
"171" 3084.54465 15.402
"262" 3736.67111 15.377
"5" 2191.82851 15.585
"76" 2650.65622 15.313
"280" 3790.58547 15.538
"200" 3308.79314 15.382
"224" 3428.59882 15.565
"205" 3329.76396 15.478
"241" 3665.78991 15.613
"28" 2275.7256 15.364
"142" 3018.65746 15.467
"186" 3254.9135 15.598
"105" 2915.83145 15.564
"39" 2301.64389 15.33
"181" 3125.47615 15.333
"170" 3081.63664 15.589
"97" 2733.4882 15.301
"242" 3671.75589 15.583
"364" 4484.65368 15.36
"254" 3715.63253 15.318
"308" 4060.65161 15.326
"150" 3035.6506 15.458
"60" 2588.86924 15.457
"68" 2626.6532 15.473
"152" 3040.6595 15.349
"70" 2631.62043 15.33
"147" 3028.71737 15.616
"32" 2283.75557 15.524
"235" 3638.76224 15.423
"134" 2998.63355 15.617
"366" 4490.71195 15.354
"215" 3389.66361 15.332
"193" 3289.7781 15.343
"34" 2291.68811 15.603
"138" 3006.68738 15.333
"51" 2542.77898 15.413
"183" 3229.90761 15.481
"81" 2661.77008 15.328
"313" 4077.69511 15.323
"8" 2217.73949 15.517
"289" 3995.77906 15.623
"210" 3355.67709 15.344
"154" 3044.53658 15.309
"89" 2679.7015 15.559
"180" 3114.4789 15.328
"300" 4040.76299 15.542
"286" 3974.82715 15.558
"115" 2955.80675 15.347
"173" 3089.56656 15.373
"130" 2990.73932 15.551
"277" 3775.63412 15.462
"252" 3707.71133 15.514
"278" 3778.63312 15.545
"153" 3042.5945 15.33
"264" 3740.59452 15.42
"164" 3062.5321 15.596
"250" 3702.82843 15.398
"102" 2899.81637 15.418
"222" 3414.5271 15.44
"233" 3629.76142 15.545
"86" 2673.64815 15.439
"20" 2251.80441 15.55
"17" 2242.7865 15.576
"103" 2905.80569 15.529
"375" 4537.53052 15.328
"160" 3056.52574 15.503
"31" 2281.7273 15.499
"333" 4361.81149 15.558
"189" 3273.76878 15.617
"357" 4459.64578 15.605
"132" 2994.77465 15.607
"306" 4055.73336 15.536
"36" 2295.68357 15.516
"127" 2983.71335 15.546
"73" 2640.70809 15.488
"119" 2966.71557 15.574
"245" 3686.84163 15.588
"198" 3303.77675 15.564
"314" 4080.67891 15.612
"341" 4388.75319 15.327
"47" 2366.50348 15.484
"272" 3758.67319 15.457
"168" 3075.56191 15.563
"191" 3281.76453 15.43
"283" 3818.51094 15.614
"204" 3325.72934 15.369
"80" 2659.71826 15.391
"107" 2925.84448 15.3
"219" 3402.62438 15.337
"307" 4057.71233 15.559
"257" 3722.61856 15.629
"218" 3399.62604 15.498
"337" 4373.76365 15.333
"221" 3409.53176 15.606
"2" 2183.8565 15.549
"216" 3394.70917 15.522
"84" 2667.75498 15.351
"56" 2563.80583 15.305
"358" 4464.64396 15.468
"259" 3728.61895 15.396
"298" 4030.87364 15.423
"348" 4425.70318 15.603
"131" 2992.67965 15.571
"362" 4478.71094 15.522
"101" 2894.81547 15.612
"288" 3987.87224 15.524
"231" 3592.90276 15.409
"370" 4507.61833 15.336
"336" 4370.76372 15.573
"356" 4457.66648 15.611
"77" 2652.6408 15.341
"203" 3321.66755 15.319
"165" 3067.57497 15.42
"236" 3641.80063 15.45
"190" 3276.81442 15.419
"121" 2973.83031 15.575
"326" 4149.63381 15.406
"63" 2607.74482 15.456
"69" 2628.81963 15.558
"296" 4025.8872 15.619
"328" 4164.55259 15.363
"309" 4065.69913 15.612
"50" 2535.90751 15.381
"116" 2957.73442 15.337
"199" 3306.77644 15.349
"212" 3369.68218 15.561
"271" 3756.74789 15.493
"207" 3338.71195 15.329
"201" 3310.82553 15.441
"217" 3396.58862 15.552
"373" 4530.51307 15.431
"178" 3108.50963 15.332
"82" 2663.70107 15.327
"128" 2986.69599 15.484
"140" 3012.75364 15.355
"93" 2695.52789 15.393
"225" 3434.59939 15.346
"123" 2977.7537 15.597
"266" 3746.59313 15.545
"192" 3283.86431 15.344
"40" 2303.64073 15.305
"342" 4392.77833 15.364
"211" 3359.68224 15.383
"91" 2685.63626 15.602
"227" 3452.49231 15.527
"305" 4053.78362 15.508
"273" 3761.71941 15.551
"139" 3010.65822 15.311
"343" 4397.78877 15.408
"133" 2996.65066 15.618
"58" 2577.79826 15.526
"18" 2244.83721 15.458
"46" 2349.52811 15.467
"213" 3377.66856 15.573
"251" 3705.73526 15.568
"317" 4092.79152 15.335
"206" 3334.65926 15.376
"248" 3694.86329 15.34
"24" 2261.60831 15.569
"293" 4009.89026 15.318
"229" 3585.90339 15.382
"228" 3570.9436 15.429
"238" 3653.7987 15.407
"87" 2675.67245 15.494
"353" 4448.71004 15.428
"10" 2226.73461 15.375
"176" 3102.4921 15.555
"185" 3247.84113 15.412
"195" 3296.78133 15.469
"13" 2232.71176 15.482
"19" 2249.70955 15.501
"276" 3772.6628 15.417
"12" 2230.69122 15.451
"100" 2888.8804 15.537
"321" 4117.65252 15.435
"202" 3314.75271 15.494
"59" 2580.82742 15.293
"162" 3058.51867 15.532
"126" 2981.8127 15.566
"42" 2322.60972 15.325
"99" 2883.89933 15.5
"67" 2623.67403 15.53
"330" 4345.86864 15.466
"269" 3752.60975 15.621
"25" 2265.65825 15.41
"66" 2620.69946 15.383
"83" 2665.74012 15.32
"374" 4533.5348 15.425
"209" 3352.65584 15.551
"74" 2642.67748 15.422
"347" 4420.86354 15.33
"35" 2293.66404 15.572
"72" 2637.66721 15.382
"363" 4481.74008 15.503
"243" 3675.77089 15.444
"368" 4499.5867 15.444
"135" 3000.65031 15.577
"90" 2681.68975 15.582
"301" 4042.77839 15.596
"339" 4379.80837 15.46
"253" 3712.81485 15.591
"367" 4494.64121 15.41
"318" 4100.84792 15.49
"184" 3246.92347 15.489
"167" 3072.60692 15.377
"75" 2644.6758 15.366
"6" 2200.83684 15.539
"196" 3298.81193 15.395
"23" 2258.81604 15.399
"194" 3294.77563 15.569
"285" 3968.85512 15.494
"179" 3111.48758 15.584
"96" 2712.51862 15.369
"188" 3268.80972 15.32
"249" 3700.74076 15.34
"263" 3738.6242 15.374
"226" 3444.53181 15.379
"108" 2929.81427 15.377
"323" 4124.61941 15.352
"369" 4502.6188 15.556
"9" 2223.75943 15.598
"311" 4069.62553 15.523
"94" 2699.58019 15.31
"1" 2171.89705 15.349
"232" 3617.851 15.358
"43" 2326.5191 15.339
"292" 4007.733 15.33
"291" 4004.80042 15.511
"359" 4467.65432 15.374
"148" 3030.72238 15.596
"4" 2189.80277 15.604
"302" 4046.65317 15.605
"62" 2599.78221 15.311
"65" 2617.76006 15.612
"303" 4048.74168 15.602
"95" 2705.55397 15.384
"197" 3300.86783 15.329
"33" 2289.67932 15.587
"38" 2299.67447 15.356
"129" 2988.6632 15.507
"44" 2331.54962 15.474
"316" 4087.73573 15.523
"376" 4540.55424 15.613
"346" 4416.84661 15.341
"111" 2942.74505 15.31
"146" 3026.68155 15.579
"137" 3004.63787 15.418
"22" 2256.70067 15.329
"88" 2677.67909 15.524
"325" 4131.542 15.615
