"a" "b"
"237" 3695.7663 14.677
"346" 4467.66129 14.648
"16" 2240.7912 14.645
"105" 2929.8214 14.668
"235" 3689.76654 14.657
"225" 3641.80787 14.661
"6" 2191.83693 14.651
"163" 3077.65254 14.683
"299" 4069.63251 14.692
"291" 4048.74868 14.661
"86" 2679.70813 14.67
"126" 2990.74641 14.675
"155" 3056.53289 14.67
"128" 2994.78175 14.671
"274" 3961.87947 14.676
"328" 4383.82052 14.665
"96" 2883.90656 14.676
"226" 3646.88713 14.686
"339" 4442.75828 14.646
"8" 2211.81922 14.676
"104" 2925.78433 14.66
"342" 4453.70388 14.667
"33" 2289.68592 14.657
"4" 2184.86575 14.677
"229" 3660.74753 14.69
"273" 3937.92069 14.69
"45" 2366.51086 14.697
"227" 3653.8058 14.677
"147" 3040.66662 14.674
"79" 2663.70769 14.681
"3" 2183.86379 14.657
"165" 3084.55204 14.657
"352" 4487.72342 14.687
"276" 3974.83581 14.667
"19" 2249.71613 14.656
"288" 4040.76999 14.653
"35" 2293.67066 14.688
"39" 2317.57107 14.687
"41" 2326.52638 14.685
"215" 3434.60665 14.655
"279" 3995.78614 14.681
"256" 3748.62852 14.661
"168" 3092.55928 14.664
"76" 2657.70454 14.655
"265" 3775.64121 14.694
"263" 3769.70186 14.671
"218" 3585.91722 14.688
"64" 2623.68112 14.66
"361" 4530.52017 14.686
"326" 4376.80983 14.651
"296" 4060.65857 14.662
"308" 4107.73143 14.659
"177" 3229.91503 14.658
"73" 2650.66648 14.663
"7" 2200.84347 14.665
"360" 4523.52465 14.662
"337" 4435.82493 14.657
"100" 2905.81286 14.671
"264" 3772.66992 14.662
"358" 4509.61883 14.651
"36" 2295.69022 14.657
"332" 4402.87124 14.641
"43" 2337.57569 14.641
"131" 3000.65739 14.657
"37" 2299.68109 14.746
"127" 2992.68676 14.649
"189" 3303.79109 14.657
"188" 3298.81925 14.673
"121" 2977.78679 14.657
"267" 3781.68602 14.685
"25" 2265.66482 14.658
"295" 4057.71926 14.658
"50" 2544.82994 14.658
"44" 2349.53545 14.686
"11" 2226.7412 14.678
"347" 4471.65005 14.691
"272" 3818.51809 14.676
"242" 3707.71837 14.67
"107" 2939.77408 14.684
"66" 2628.8262 14.699
"335" 4425.71016 14.647
"30" 2279.74669 14.651
"162" 3075.56912 14.656
"99" 2899.82353 14.677
"144" 3033.65156 14.64
"351" 4484.66065 14.655
"159" 3067.58212 14.663
"231" 3671.76294 14.672
"32" 2283.76216 14.696
"101" 2910.84275 14.647
"137" 3016.67953 14.65
"275" 3968.86224 14.658
"243" 3712.82188 14.657
"22" 2256.71479 14.645
"74" 2652.65181 14.69
"154" 3054.5336 14.688
"110" 2949.75627 14.674
"130" 2998.64063 14.678
"52" 2555.85405 14.675
"116" 2966.72263 14.665
"135" 3008.65369 14.666
"305" 4092.79849 14.675
"306" 4100.8549 14.671
"94" 2733.49583 14.671
"95" 2870.90702 14.64
"117" 2969.67143 14.65
"75" 2655.64214 14.674
"141" 3026.68862 14.65
"313" 4131.549 14.651
"266" 3778.64026 14.659
"120" 2977.76078 14.658
"90" 2695.53506 14.682
"178" 3247.8485 14.664
"260" 3758.68025 14.691
"234" 3686.84871 14.683
"241" 3705.7423 14.649
"60" 2599.79487 14.646
"174" 3114.48642 14.664
"312" 4126.69604 14.69
"253" 3740.60161 14.668
"258" 3754.65496 14.654
"350" 4481.74708 14.668
"46" 2397.50605 14.664
"262" 3765.59205 14.678
"70" 2640.71467 14.648
