"a" "b"
"156" 3067.64162 15.239
"350" 4473.63501 15.384
"355" 4490.70075 15.513
"335" 4421.78217 15.464
"174" 3229.89656 15.606
"231" 3689.79908 15.448
"5" 2217.77657 15.578
"241" 3716.69449 15.585
"186" 3301.67247 15.572
"101" 2915.87181 15.517
"357" 4498.63551 15.428
"100" 2910.87563 15.198
"257" 3758.71362 15.512
"11" 2234.74264 15.241
"221" 3640.75832 15.45
"133" 3012.79358 15.335
"311" 4132.62724 15.498
"167" 3101.55561 15.439
"108" 2946.80546 15.191
"155" 3060.57993 15.687
"222" 3650.81034 15.5
"228" 3675.81053 15.274
"90" 2690.64303 15.582
"17" 2253.75428 15.539
"245" 3730.6313 15.585
"56" 2577.83528 15.247
"255" 3752.70435 15.592
"171" 3113.51905 15.204
"329" 4392.84668 15.538
"239" 3711.64744 15.237
"164" 3089.65514 15.636
"340" 4439.72276 15.544
"98" 2900.81121 15.434
"47" 2537.84983 15.658
"319" 4350.88238 15.637
"279" 4018.79225 15.249
"235" 3699.68469 15.481
"211" 3428.57948 15.493
"75" 2650.73012 15.456
"129" 3002.67862 15.26
"265" 3798.55296 15.62
"40" 2338.52768 15.652
"37" 2317.64009 15.496
"154" 3058.55882 15.334
"328" 4388.79243 15.406
"42" 2354.52229 15.645
"30" 2291.73116 15.538
"45" 2520.91714 15.611
"14" 2242.82814 15.537
"125" 2994.81527 15.624
"166" 3098.59529 15.481
"269" 3961.91187 15.613
"36" 2304.72654 15.519
"251" 3743.66427 15.611
"215" 3574.92713 15.377
"162" 3084.58994 15.315
"284" 4037.83526 15.527
"95" 2884.85213 15.205
"89" 2686.56479 15.43
"209" 3415.5921 15.499
"38" 2323.54234 15.362
"159" 3075.60287 15.477
"203" 3391.58205 15.282
"193" 3334.70094 15.641
"66" 2629.63417 15.412
"179" 3273.80892 15.258
"334" 4421.72627 15.448
"307" 4118.57843 15.584
"27" 2281.7914 15.511
"50" 2545.79791 15.377
"183" 3294.81623 15.507
"219" 3629.80389 15.23
"196" 3355.66553 15.299
"266" 3805.53818 15.677
"77" 2654.82401 15.593
"134" 3016.71227 15.443
"358" 4501.62863 15.677
"305" 4109.65264 15.608
"348" 4465.66793 15.668
"138" 3024.75257 15.65
"55" 2573.77444 15.672
"132" 3010.69811 15.534
"63" 2620.76956 15.343
"111" 2955.84684 15.66
"86" 2677.74802 15.597
"208" 3410.62036 15.35
"25" 2277.77244 15.356
"227" 3671.79611 15.608
"120" 2983.75366 15.396
"366" 4532.54627 15.404
"172" 3125.51654 15.628
"59" 2594.78968 15.376
"67" 2631.68345 15.556
"117" 2974.68407 15.52
"327" 4383.85254 15.675
"309" 4124.69528 15.5
"182" 3289.81829 15.254
"176" 3247.8813 15.315
"104" 2929.8642 15.674
"363" 4520.6256 15.604
"330" 4398.79546 15.444
"345" 4456.7494 15.289
"143" 3035.69051 15.331
"230" 3687.69548 15.674
"276" 4004.83956 15.673
"315" 4165.54574 15.225
"158" 3073.51014 15.672
"272" 3981.78737 15.671
"356" 4493.77158 15.49
"140" 3028.75735 15.25
"9" 2230.72832 15.65
"202" 3386.79126 15.594
"70" 2639.81916 15.212
"87" 2679.73873 15.378
"287" 4046.69226 15.583
"323" 4367.76999 15.615
"105" 2933.80112 15.202
"354" 4486.70251 15.379
"194" 3338.757 15.314
"200" 3372.6745 15.413
"96" 2890.81992 15.631
"189" 3308.83315 15.668
"103" 2925.81959 15.541
"249" 3738.66378 15.429
"201" 3377.70863 15.598
"64" 2623.71394 15.268
"180" 3276.89442 15.204
"72" 2643.65282 15.35
"139" 3026.72167 15.495
"128" 3000.69087 15.504
"102" 2921.87412 15.435
"205" 3398.69364 15.394
"302" 4093.81639 15.221
"351" 4477.72255 15.542
"107" 2942.78503 15.66
"213" 3443.51655 15.222
"232" 3692.71966 15.391
"110" 2952.78982 15.66
"264" 3791.55265 15.533
"258" 3762.67174 15.622
"94" 2735.48926 15.407
"217" 3590.91936 15.307
"292" 4059.6534 15.57
"41" 2344.52051 15.608
"297" 4076.77226 15.673
"353" 4483.70407 15.425
"84" 2673.68642 15.465
"212" 3436.57381 15.573
"12" 2238.6934 15.377
"19" 2258.67093 15.46
"289" 4051.77127 15.308
"246" 3733.62006 15.668
"214" 3452.5364 15.678
"326" 4379.84828 15.569
"199" 3369.76939 15.496
"223" 3653.83825 15.447
"43" 2368.50633 15.219
"88" 2681.75607 15.592
"65" 2627.61011 15.417
"234" 3696.67242 15.516
"360" 4508.57668 15.276
"51" 2551.86336 15.286
"339" 4436.7147 15.251
"85" 2675.71335 15.196
"337" 4429.71045 15.676
"137" 3022.80392 15.369
"153" 3056.56578 15.552
"29" 2289.72371 15.503
"93" 2712.55909 15.419
"91" 2695.57361 15.28
"362" 4516.53559 15.465
"270" 3968.89435 15.68
"142" 3033.68881 15.556
"301" 4087.66804 15.309
"290" 4053.82255 15.666
"4" 2212.79165 15.424
"144" 3038.67415 15.281
"175" 3239.91042 15.628
"206" 3403.66875 15.689
"26" 2279.7775 15.639
"367" 4535.60374 15.371
"247" 3734.7229 15.305
"146" 3043.60115 15.584
"178" 3268.85013 15.531
"130" 3004.67782 15.613
"225" 3661.80058 15.681
"32" 2295.73002 15.661
"233" 3694.85194 15.395
"188" 3306.8163 15.309
"127" 2998.68137 15.591
"92" 2700.5247 15.583
"244" 3727.70307 15.215
"250" 3740.69875 15.283
"44" 2401.50848 15.271
"338" 4431.85028 15.524
"262" 3781.73392 15.529
"113" 2961.75771 15.541
"151" 3052.56497 15.437
"325" 4376.84194 15.601
"18" 2256.72961 15.678
"306" 4113.67151 15.276
"168" 3104.52703 15.375
"343" 4450.7604 15.384
"299" 4082.66778 15.587
"304" 4104.79137 15.473
"267" 3819.51713 15.259
"184" 3296.82162 15.268
"3" 2189.84343 15.431
"346" 4458.69703 15.631
"21" 2265.7586 15.57
"268" 3938.93494 15.591
"121" 2986.73614 15.334
"170" 3110.5354 15.282
"259" 3769.73428 15.649
"20" 2261.65657 15.4
"124" 2992.72452 15.227
"13" 2240.82234 15.376
"364" 4523.60915 15.562
"242" 3719.67175 15.528
"99" 2906.84218 15.665
"74" 2646.67298 15.298
"76" 2652.72025 15.204
"83" 2671.723 15.677
"220" 3634.76201 15.548
"361" 4510.6549 15.585
"1" 2166.83748 15.403
"314" 4154.51775 15.576
"316" 4183.50211 15.508
"149" 3049.60003 15.494
"253" 3748.69151 15.469
"243" 3725.75511 15.454
"303" 4102.62266 15.656
"271" 3974.87994 15.603
"187" 3303.84156 15.38
"35" 2302.59445 15.661
"282" 4028.83859 15.32
"135" 3018.70212 15.206
"310" 4127.64924 15.446
"173" 3135.48243 15.659
"39" 2326.55999 15.321
"321" 4361.8507 15.256
"152" 3054.5666 15.233
"122" 2988.70308 15.659
"169" 3107.50886 15.343
"237" 3704.75719 15.291
"71" 2641.64179 15.562
"274" 3995.81896 15.227
"191" 3314.83297 15.574
"318" 4345.90798 15.337
"336" 4425.7463 15.58
"7" 2226.77167 15.587
"136" 3020.77749 15.587
"300" 4084.74823 15.39
"369" 4540.59362 15.677
"69" 2637.70436 15.46
"359" 4505.59917 15.249
"157" 3069.60016 15.543
"15" 2249.76134 15.603
"236" 3701.73581 15.221
"82" 2667.81113 15.568
"106" 2939.80964 15.641
"324" 4370.80688 15.675
"34" 2299.74326 15.255
"226" 3666.79773 15.435
"277" 4007.77218 15.624
"57" 2580.86474 15.194
"256" 3754.69276 15.365
"160" 3078.52501 15.4
"248" 3736.74183 15.666
"119" 2979.84567 15.274
"78" 2657.7425 15.52
"80" 2661.80725 15.674
"368" 4538.6243 15.33
"97" 2895.85556 15.456
"198" 3363.70248 15.571
"295" 4069.66466 15.584
"60" 2599.83307 15.659
"252" 3746.73822 15.686
"148" 3047.59434 15.651
"192" 3329.80481 15.348
"240" 3713.66103 15.623
"141" 3030.76235 15.627
"195" 3352.64367 15.343
"216" 3588.91748 15.527
"273" 3987.91136 15.586
"126" 2996.69078 15.375
"291" 4056.64241 15.61
"8" 2228.81518 15.372
"177" 3256.85796 15.572
"23" 2273.67123 15.214
"114" 2963.81598 15.328
"197" 3359.72451 15.439
"190" 3310.86546 15.454
"22" 2271.70452 15.445
"308" 4120.66456 15.37
"296" 4072.70181 15.561
"280" 4023.78666 15.574
"116" 2970.76943 15.408
"165" 3092.59315 15.587
"283" 4031.72633 15.237
"54" 2563.84651 15.666
"181" 3281.80461 15.532
"218" 3614.90854 15.521
"342" 4448.75352 15.608
"48" 2539.8239 15.491
"313" 4150.53933 15.448
"68" 2634.67835 15.499
"31" 2293.70325 15.295
"52" 2555.8874 15.432
"254" 3750.58305 15.217
"204" 3395.63681 15.458
"79" 2659.70755 15.29
"62" 2617.80153 15.391
"333" 4417.75029 15.321
"331" 4403.73524 15.595
"286" 4042.81747 15.47
"320" 4355.88996 15.348
"33" 2297.72087 15.43
"46" 2521.89652 15.296
"285" 4040.80199 15.678
"224" 3657.78888 15.565
"81" 2665.77723 15.21
"238" 3706.75623 15.562
"294" 4067.67653 15.217
"260" 3772.70243 15.663
"6" 2223.79686 15.634
"317" 4341.84888 15.354
"185" 3298.85221 15.647
"112" 2957.77439 15.427
"365" 4530.55256 15.637
"347" 4461.6471 15.57
"261" 3778.67291 15.558
"312" 4142.56227 15.34
"131" 3006.62356 15.393
"16" 2251.79384 15.39
"341" 4442.70008 15.677
"352" 4479.74417 15.302
"332" 4410.86233 15.246
"123" 2990.72774 15.488
"207" 3406.60276 15.649
"288" 4048.78165 15.365
"115" 2966.75531 15.261
"73" 2645.64554 15.67
"278" 4011.7529 15.452
"210" 3421.58049 15.391
"150" 3050.57063 15.66
"10" 2232.74882 15.489
"58" 2589.77257 15.644
"2" 2172.88623 15.309
"322" 4364.85751 15.241
"281" 4026.70261 15.515
"118" 2975.80922 15.591
