"a" "b"
"232" 2971.83786 14.757
"491" 3742.65594 14.783
"475" 3707.69542 14.577
"217" 2946.75083 14.597
"536" 3973.89608 14.705
"656" 4474.81209 14.699
"557" 4030.82827 14.603
"155" 2663.63484 14.633
"661" 4485.67372 14.605
"368" 3296.71709 14.7
"235" 2975.66742 14.685
"257" 3002.62016 14.601
"255" 3000.63546 14.767
"604" 4355.81127 14.766
"167" 2675.62628 14.738
"555" 4025.84656 14.797
"613" 4376.76328 14.595
"250" 2994.75981 14.783
"227" 2963.72742 14.669
"144" 2650.61271 14.655
"321" 3075.54417 14.63
"357" 3272.88409 14.597
"183" 2705.53902 14.672
"400" 3369.66719 14.763
"266" 3011.65596 14.733
"215" 2943.69883 14.619
"412" 3403.61337 14.752
"401" 3377.62823 14.678
"116" 2599.7357 14.732
"197" 2903.86447 14.594
"547" 4007.71858 14.6
"180" 2698.60222 14.74
"80" 2325.56394 14.781
"286" 3035.61038 14.575
"528" 3816.5269 14.57
"48" 2269.74503 14.782
"163" 2671.6344 14.803
"43" 2259.65471 14.798
"119" 2607.72592 14.637
"600" 4176.50884 14.715
"571" 4065.65505 14.759
"489" 3736.65611 14.711
"322" 3077.60345 14.728
"104" 2558.87612 14.721
"379" 3310.8109 14.798
"624" 4402.82466 14.6
"595" 4147.57581 14.791
"504" 3758.65725 14.793
"502" 3756.73313 14.638
"362" 3283.8228 14.756
"300" 3051.5625 14.647
"454" 3671.71571 14.592
"110" 2580.78936 14.581
"448" 3656.81104 14.794
"385" 3328.83669 14.588
"442" 3639.7659 14.749
"225" 2960.71528 14.71
"470" 3702.78839 14.794
"505" 3760.73678 14.573
"36" 2249.69561 14.791
"83" 2331.53101 14.74
"648" 4458.64282 14.621
"684" 4525.58524 14.677
"61" 2290.73751 14.601
"626" 4406.77496 14.652
"76" 2304.68639 14.649
"569" 4060.6369 14.586
"52" 2277.71175 14.58
"90" 2365.53272 14.745
"516" 3778.59306 14.801
"190" 2884.83281 14.699
"638" 4435.71667 14.621
"283" 3030.68201 14.798
"334" 3098.50472 14.617
"141" 2644.65799 14.753
"678" 4515.56905 14.658
"499" 3752.5855 14.774
"525" 3797.55049 14.709
"367" 3296.69084 14.721
"452" 3665.74981 14.725
"577" 4073.80095 14.624
"325" 3081.62033 14.575
"279" 3026.64133 14.715
"298" 3049.57028 14.699
"494" 3747.71831 14.636
"415" 3406.57343 14.79
"384" 3325.71448 14.591
"655" 4473.60597 14.77
"686" 4531.547 14.594
"374" 3306.73655 14.718
"49" 2272.62583 14.78
"467" 3698.6559 14.702
"319" 3072.54361 14.682
"366" 3294.7424 14.783
"23" 2232.67405 14.728
"254" 2999.63702 14.611
"105" 2559.71574 14.81
"77" 2316.55475 14.705
"446" 3652.87249 14.745
"126" 2624.79708 14.727
"593" 4129.67441 14.589
"99" 2544.78189 14.591
"191" 2888.86554 14.795
"616" 4379.79376 14.579
"306" 3057.55676 14.767
"483" 3724.70957 14.629
"71" 2300.67056 14.609
"668" 4498.60762 14.589
"267" 3012.73872 14.597
"519" 3781.63171 14.781
"689" 4538.59565 14.642
"15" 2223.72085 14.783
"520" 3785.5767 14.778
"5" 2184.81537 14.695
"60" 2288.72753 14.725
"393" 3349.67412 14.738
"208" 2929.79103 14.617
"109" 2577.7845 14.58
"253" 2998.61732 14.715
"407" 3390.77315 14.698
"649" 4462.65748 14.607
"194" 2896.8238 14.631
"59" 2288.69965 14.741
"313" 3064.57252 14.704
"320" 3075.51827 14.626
"614" 4376.78821 14.599
"394" 3353.64168 14.806
"422" 3429.56388 14.792
"532" 3960.87126 14.676
"262" 3007.62592 14.801
"585" 4104.7097 14.785
"150" 2657.6837 14.729
"584" 4100.8309 14.711
"28" 2238.63554 14.629
"210" 2932.84764 14.676
"559" 4037.7279 14.652
"25" 2234.66678 14.608
"147" 2654.65177 14.761
"540" 3987.82621 14.583
"42" 2256.68667 14.775
"86" 2343.52268 14.595
"544" 4001.81527 14.679
"135" 2637.59894 14.659
"8" 2191.77701 14.611
"209" 2929.87955 14.594
"628" 4409.8441 14.596
"337" 3101.52619 14.596
"451" 3661.7718 14.588
"641" 4439.76563 14.642
"123" 2620.68226 14.601
"35" 2249.66771 14.779
"148" 2654.7364 14.771
"125" 2622.82871 14.735
"245" 2988.64551 14.728
"397" 3359.63518 14.749
"402" 3377.65366 14.681
"98" 2541.8811 14.649
"348" 3230.86803 14.706
"568" 4057.67292 14.691
"447" 3653.78399 14.781
"288" 3037.61712 14.79
"285" 3033.62806 14.778
"437" 3621.90969 14.575
"583" 4100.80491 14.714
"387" 3334.64331 14.716
"388" 3335.84068 14.636
"336" 3101.50113 14.605
"363" 3283.84963 14.753
"444" 3641.7862 14.576
"324" 3081.59468 14.58
"328" 3086.53764 14.795
"29" 2240.73781 14.71
"107" 2571.846 14.701
"118" 2607.69992 14.613
"621" 4392.73519 14.632
"490" 3739.60532 14.764
"128" 2625.80373 14.766
"234" 2975.64162 14.691
"663" 4487.67071 14.745
"513" 3772.648 14.714
"453" 3665.775 14.715
"196" 2900.91205 14.623
"429" 3451.49179 14.687
"6" 2184.84118 14.693
"610" 4369.77321 14.583
"634" 4424.84354 14.775
"596" 4153.5293 14.724
"573" 4068.64512 14.797
"674" 4507.60445 14.724
"220" 2952.72549 14.663
"153" 2661.73117 14.797
"309" 3060.52311 14.799
"343" 3115.51673 14.716
"259" 3004.62302 14.781
"44" 2262.65992 14.764
"518" 3781.60416 14.761
"546" 4004.786 14.602
"645" 4453.65571 14.761
"369" 3298.77194 14.642
"95" 2526.85356 14.788
"100" 2544.80786 14.598
"607" 4364.78114 14.777
"382" 3321.62741 14.686
"538" 3979.88005 14.803
"562" 4042.73914 14.779
"297" 3049.54271 14.692
"287" 3035.63581 14.576
"27" 2238.61125 14.623
"201" 2910.81148 14.631
"672" 4502.65725 14.697
"152" 2659.75687 14.614
"386" 3329.7471 14.697
"458" 3683.75364 14.736
"575" 4070.64156 14.622
"677" 4515.5403 14.657
"376" 3308.75316 14.611
"472" 3705.69273 14.764
"549" 4009.79177 14.758
"619" 4388.73873 14.759
"581" 4084.69415 14.763
"244" 2988.61657 14.723
"660" 4482.69199 14.662
"545" 4004.76118 14.623
"459" 3683.779 14.734
"359" 3276.83659 14.681
"658" 4478.6672 14.599
"26" 2234.69099 14.603
"124" 2622.80245 14.73
"683" 4525.52491 14.68
"567" 4055.69406 14.789
"657" 4477.693 14.751
"327" 3084.52717 14.641
"46" 2264.6676 14.57
"433" 3608.89441 14.585
"611" 4371.744 14.783
"466" 3695.7037 14.737
"130" 2628.60772 14.79
"137" 2640.6691 14.638
"462" 3689.71661 14.802
"482" 3721.63332 14.678
"143" 2649.65042 14.647
"243" 2986.68063 14.646
"82" 2330.57263 14.579
"395" 3355.71403 14.646
"31" 2242.74868 14.76
"175" 2685.62151 14.703
"17" 2226.69697 14.776
"439" 3633.76022 14.799
"338" 3103.49794 14.796
"666" 4493.65087 14.793
"534" 3967.90063 14.58
"630" 4416.71131 14.648
"497" 3750.63084 14.58
"426" 3442.5237 14.795
"65" 2294.67843 14.639
"594" 4144.55517 14.787
"231" 2968.85806 14.725
"396" 3356.63536 14.781
"424" 3434.55192 14.597
"350" 3238.87722 14.747
"606" 4362.76515 14.693
"542" 3994.87882 14.631
"629" 4410.86716 14.759
"269" 3016.63192 14.688
"590" 4123.59059 14.683
"432" 3592.88759 14.637
"665" 4492.73518 14.695
"258" 3003.64393 14.725
"620" 4391.87443 14.757
"93" 2519.88149 14.789
"21" 2230.65224 14.733
"589" 4121.61377 14.774
"51" 2276.63657 14.761
"89" 2353.51655 14.57
"511" 3769.68012 14.677
"198" 2905.90095 14.762
"181" 2699.56077 14.592
"278" 3024.69775 14.744
"3" 2183.81586 14.789
"132" 2631.60621 14.775
"226" 2963.702 14.654
"635" 4425.84488 14.597
"527" 3804.54698 14.778
"222" 2955.78707 14.728
"478" 3715.84845 14.779
"523" 3790.57079 14.636
"330" 3089.52498 14.754
"308" 3059.55537 14.723
"79" 2322.5881 14.782
"199" 2906.81315 14.62
"185" 2711.56568 14.775
"203" 2915.81681 14.77
"331" 3089.55101 14.762
"164" 2673.60284 14.639
"176" 2690.54267 14.721
"647" 4456.68345 14.718
"188" 2872.87072 14.787
"524" 3796.58593 14.583
"411" 3400.63004 14.709
"485" 3727.61847 14.582
"62" 2290.76232 14.589
"271" 3018.61704 14.672
"81" 2325.59454 14.791
"214" 2942.73032 14.677
"515" 3775.61913 14.788
"195" 2897.81851 14.663
"64" 2292.73716 14.796
"241" 2983.69836 14.705
"335" 3098.53719 14.623
"671" 4502.60486 14.699
"73" 2302.64418 14.784
"248" 2992.6635 14.6
"172" 2681.64878 14.791
"623" 4397.77217 14.773
"344" 3123.4956 14.745
"430" 3569.93535 14.658
"539" 3979.90767 14.79
"510" 3769.59654 14.702
"88" 2350.51547 14.601
"493" 3745.74463 14.797
"218" 2949.70939 14.593
"54" 2279.72112 14.778
"189" 2883.88413 14.603
"212" 2939.75212 14.61
"213" 2941.82454 14.778
"496" 3749.60108 14.739
"637" 4431.74681 14.733
"75" 2304.64883 14.646
"378" 3310.78567 14.79
"162" 2671.60048 14.797
"263" 3008.62309 14.692
"12" 2206.73211 14.775
"2" 2171.88226 14.641
"108" 2577.76058 14.583
"318" 3072.51304 14.673
"149" 2656.73003 14.589
"688" 4537.51586 14.688
"33" 2244.79945 14.571
"24" 2232.69792 14.735
"488" 3736.6307 14.707
"11" 2200.82188 14.758
"383" 3321.65272 14.69
"391" 3340.82609 14.774
"443" 3641.75977 14.583
"299" 3051.53631 14.658
"503" 3758.60194 14.782
"223" 2957.69433 14.754
"158" 2665.72626 14.728
"640" 4438.84463 14.632
"240" 2983.67199 14.696
"202" 2915.79024 14.774
"579" 4080.63709 14.662
"304" 3055.55755 14.589
"627" 4406.79983 14.641
"154" 2661.75614 14.796
"69" 2298.68249 14.741
"617" 4383.77384 14.665
"14" 2216.85619 14.786
"122" 2620.62665 14.592
"371" 3300.8278 14.798
