"a" "b"
"76" 2654.64841 17.641
"67" 2626.60687 17.992
"270" 3790.54206 17.759
"132" 3007.62248 17.952
"298" 4070.63821 17.717
"341" 4450.66758 17.769
"283" 4011.8759 17.908
"91" 2694.53691 17.639
"17" 2252.62788 17.86
"154" 3055.52809 17.947
"25" 2276.63329 17.602
"107" 2929.87606 17.682
"110" 2943.69534 17.701
"84" 2671.59241 17.761
"299" 4073.79757 17.883
"237" 3686.7963 17.723
"312" 4144.54237 17.653
"155" 3057.52347 17.714
"337" 4435.7133 17.689
"316" 4345.83274 17.715
"61" 2599.73218 17.673
"355" 4499.68265 17.926
"89" 2681.64529 17.622
"346" 4467.63617 17.693
"168" 3089.52147 17.925
"64" 2620.6232 17.725
"303" 4092.74125 17.754
"99" 2893.85338 17.895
"10" 2230.64896 17.715
"98" 2888.862 17.88
"38" 2315.56879 17.586
"262" 3762.61059 17.732
"320" 4364.7777 17.602
"321" 4368.87707 17.757
"260" 3758.59849 17.696
"340" 4444.65389 17.754
"6" 2216.85289 17.702
"244" 3705.68933 17.933
"281" 4004.75775 17.922
"240" 3695.70027 17.669
"212" 3406.53938 17.932
"126" 2994.73103 17.943
"79" 2661.72779 17.707
"21" 2262.65663 17.861
"160" 3067.53079 17.838
"63" 2617.67969 17.964
"236" 3683.75023 17.729
"230" 3652.86903 17.96
"203" 3360.64512 17.712
"164" 3077.59995 17.908
"248" 3720.64851 17.885
"277" 3973.89263 17.642
"294" 4053.74095 17.678
"66" 2624.79362 17.855
"317" 4349.89381 17.807
"158" 3061.52075 17.726
"22" 2264.64032 17.615
"278" 3979.87067 17.811
"162" 3072.50953 17.61
"9" 2228.73741 17.627
"3" 2191.77255 17.858
"56" 2571.81855 17.669
"123" 2985.8496 17.991
"124" 2988.61328 17.971
"330" 4406.77157 17.861
"188" 3296.68738 17.994
"54" 2558.87255 17.614
"111" 2946.72208 17.666
"80" 2663.63148 17.807
"255" 3745.74118 17.749
"295" 4057.66954 17.611
