"a" "b"
"257" 3746.60019 15.574
"24" 2261.6149 15.384
"189" 3296.78863 15.405
"164" 3075.56912 15.514
"233" 3671.76294 15.414
"85" 2673.65478 15.477
"174" 3108.51702 15.404
"146" 3033.65156 15.416
"311" 4117.65952 15.517
"312" 4122.65126 15.457
"230" 3656.86165 15.59
"324" 4364.80302 15.588
"279" 3981.75537 15.485
"292" 4046.66017 15.581
"116" 2961.72419 15.375
"254" 3738.63125 15.577
"97" 2870.90702 15.548
"151" 3044.54374 15.573
"353" 4484.66065 15.429
"354" 4487.72342 15.553
"200" 3338.71917 15.55
"258" 3748.62852 15.577
"359" 4507.62491 15.573
"321" 4350.88642 15.579
"225" 3633.81595 15.428
"219" 3452.50058 15.528
"350" 4474.70422 15.508
"310" 4107.73143 15.573
"358" 4502.62537 15.388
"65" 2620.70651 15.427
"32" 2283.76216 15.489
"15" 2238.66284 15.562
"184" 3276.82173 15.503
"95" 2712.5258 15.433
"346" 4459.65277 15.374
"120" 2973.83737 15.399
"265" 3769.70186 15.414
"46" 2349.53545 15.349
"269" 3781.68602 15.502
"72" 2640.71467 15.573
"144" 3028.72444 15.478
"130" 2994.78175 15.384
"41" 2317.57107 15.459
"110" 2942.75219 15.575
"211" 3399.63333 15.567
"282" 3999.81905 15.595
"259" 3752.61683 15.565
"220" 3585.91722 15.459
"332" 4392.78531 15.418
"193" 3308.80043 15.368
"69" 2631.62701 15.42
"64" 2617.76718 15.523
"165" 3077.65254 15.49
"293" 4048.74868 15.582
"17" 2242.79309 15.553
"86" 2675.68293 15.485
"157" 3056.53289 15.541
"12" 2230.6978 15.493
"344" 4453.70388 15.369
"124" 2979.81276 15.437
"236" 3686.84871 15.447
"187" 3289.78538 15.567
"78" 2657.70454 15.361
"227" 3641.80787 15.425
"3" 2183.86379 15.449
"283" 4004.80749 15.38
"185" 3281.77183 15.511
"111" 2946.77262 15.585
"50" 2535.91485 15.481
"26" 2271.64127 15.457
"201" 3349.69632 15.363
"277" 3968.86224 15.563
"315" 4131.549 15.405
"43" 2326.52638 15.544
"42" 2322.61702 15.468
"21" 2253.70751 15.362
"117" 2963.78324 15.374
"223" 3617.85829 15.553
"335" 4410.8301 15.369
"186" 3283.87163 15.455
"71" 2637.6738 15.399
"129" 2992.68676 15.393
"133" 3000.65739 15.37
