"a" "b"
"261" 3734.68308 16.297
"74" 2642.67748 16.168
"155" 3046.55239 16.324
"239" 3656.85453 16.193
"351" 4439.68372 16.015
"42" 2322.60972 16.304
"30" 2279.73508 16.217
"354" 4450.72038 16.133
"44" 2331.54962 16.134
"149" 3033.64446 16.184
"244" 3683.79394 16.209
"306" 4055.73336 16.19
"314" 4080.67891 16.183
"319" 4104.75176 16.251
"189" 3273.76878 16.27
"330" 4345.86864 16.253
"336" 4370.76372 16.307
"317" 4092.79152 16.119
"196" 3298.81193 16.322
"115" 2955.80675 16.29
"181" 3125.47615 16.165
"191" 3281.76453 16.195
"194" 3294.77563 16.323
"63" 2607.74482 16.207
"371" 4509.61224 16.094
"238" 3653.7987 16.218
"268" 3750.59445 16.152
"100" 2888.8804 16.278
"104" 2910.83556 16.167
"172" 3087.50835 16.238
"280" 3790.58547 16.235
"248" 3694.86329 16.292
"313" 4077.69511 16.102
"135" 3000.65031 16.197
"269" 3752.60975 16.248
"81" 2661.77008 16.201
"222" 3414.5271 16.076
"157" 3050.53074 16.319
"159" 3054.52645 16.262
"301" 4042.77839 16.23
"47" 2366.50348 16.319
"96" 2712.51862 16.124
"113" 2949.7492 16.175
"180" 3114.4789 16.19
"344" 4402.86424 16.189
"19" 2249.70955 16.212
"142" 3018.65746 16.199
"278" 3778.63312 16.189
"146" 3026.68155 16.114
"219" 3402.62438 16.283
"292" 4007.733 16.098
"254" 3715.63253 16.295
"296" 4025.8872 16.2
"320" 4107.72444 16.321
"78" 2655.63169 16.268
"216" 3394.70917 16.29
"21" 2253.69693 16.192
"136" 3002.63606 16.296
"372" 4523.51762 16.058
"340" 4383.81348 16.178
"247" 3692.67993 16.174
"263" 3738.6242 16.234
"105" 2915.83145 16.246
"246" 3689.75949 16.069
"120" 2969.66437 16.217
"203" 3321.66755 16.206
"347" 4420.86354 16.052
"290" 3999.81198 16.123
"18" 2244.83721 16.2
"287" 3981.7483 16.142
"37" 2297.68171 16.246
"281" 3797.5657 16.211
"87" 2675.67245 16.113
"22" 2256.70067 16.313
"283" 3818.51094 16.137
"193" 3289.7781 16.067
"27" 2273.78773 16.135
"144" 3022.76419 16.174
"185" 3247.84113 16.261
"299" 4037.76723 16.302
"367" 4494.64121 15.973
"250" 3702.82843 16.178
