"a" "b"
"262" 3775.61209 14.77
"269" 3935.94034 14.841
"135" 3012.73176 14.91
"324" 4379.78681 14.847
"185" 3289.75616 14.908
"292" 4055.71207 14.791
"145" 3035.62884 14.79
"249" 3736.64908 14.912
"34" 2298.67587 14.818
"123" 2986.67366 14.844
"95" 2883.87706 14.895
"231" 3674.85617 14.766
"351" 4489.68432 14.89
"32" 2294.69816 14.902
"210" 3406.62005 14.878
"333" 4425.83797 14.902
"90" 2699.55373 14.748
"130" 3002.61321 14.877
"136" 3016.65038 14.809
"200" 3359.62741 14.858
"201" 3366.69017 14.717
"164" 3084.52011 14.887
"211" 3410.5846 14.719
"212" 3415.6069 14.93
"265" 3790.5637 14.921
"98" 2896.81674 14.84
"357" 4509.59098 14.706
"252" 3745.59823 14.87
"280" 4016.82256 14.924
"143" 3030.70065 14.846
"131" 3004.61607 14.701
"362" 4531.54 14.712
"151" 3049.56326 14.833
"21" 2259.67203 14.887
"138" 3020.67682 14.742
"72" 2650.60575 14.921
"108" 2946.74386 14.908
"240" 3705.71338 14.867
"226" 3653.77696 14.808
"321" 4369.7662 14.927
"137" 3018.63581 14.913
"286" 4040.74073 14.753
"270" 3960.88947 14.878
"256" 3756.72616 14.76
"103" 2925.75535 14.716
"296" 4067.61369 14.9
"177" 3246.90192 14.727
"149" 3045.60392 14.704
"161" 3075.53711 14.928
"133" 3008.61615 14.848
"345" 4469.64443 14.86
"158" 3067.55336 14.701
"189" 3306.75486 14.716
"191" 3310.80395 14.828
"354" 4500.72407 14.803
"176" 3238.87008 14.904
"230" 3671.73402 14.759
"47" 2526.87966 14.829
"126" 2994.7529 14.768
"288" 4045.85857 14.865
"2" 2183.8345 14.847
"69" 2642.65471 14.704
"313" 4176.53563 14.801
"350" 4486.66644 14.854
"242" 3712.84365 14.711
"13" 2238.62899 14.871
"253" 3749.59407 14.909
"162" 3077.62181 14.789
"192" 3314.72526 14.921
"326" 4392.72827 14.756
"141" 3026.6598 14.705
"39" 2322.58094 14.871
"152" 3051.55549 14.738
"248" 3731.66825 14.725
"85" 2679.68079 14.822
"305" 4117.63093 14.925
"300" 4080.65767 14.838
"55" 2577.77788 14.905
"27" 2281.70661 14.888
"122" 2983.69142 14.878
"312" 4164.52995 14.897
"92" 2711.55861 14.737
"302" 4092.76868 14.908
"38" 2316.54396 14.898
"327" 4397.76521 14.915
"168" 3098.52532 14.808
"102" 2921.81203 14.874
"96" 2886.84574 14.914
"293" 4057.69094 14.906
"54" 2571.8394 14.91
"86" 2681.66747 14.912
"57" 2588.84572 14.71
"29" 2288.72095 14.9
"285" 4037.74577 14.758
"264" 3785.59498 14.725
"329" 4406.79291 14.875
"284" 4030.84869 14.716
