"a" "b"
"355" 4478.71437 16.38
"160" 3057.57567 16.322
"360" 4494.64466 16.302
"196" 3308.79686 16.278
"332" 4376.80625 16.278
"216" 3404.55627 16.439
"142" 3020.70729 16.43
"217" 3409.53545 16.321
"30" 2279.74338 16.445
"344" 4439.68713 16.459
"238" 3683.79742 16.275
"157" 3052.52859 16.44
"44" 2331.55324 16.255
"53" 2551.82634 16.432
"92" 2690.59371 16.418
"151" 3040.66304 16.432
"215" 3402.6281 16.351
"175" 3105.53504 16.283
"298" 4051.73568 16.44
"197" 3310.82923 16.354
"207" 3359.68593 16.452
"59" 2580.83073 16.275
"270" 3775.63761 16.286
"309" 4084.71221 16.348
"292" 4030.87709 16.448
"220" 3434.6031 16.292
"334" 4383.81694 16.44
"219" 3418.62349 16.441
"201" 3329.76766 16.332
"24" 2261.6116 16.262
"141" 3018.661 16.438
"313" 4104.75517 16.35
"290" 4026.66389 16.408
"96" 2712.52221 16.44
"173" 3098.5578 16.435
"20" 2251.80771 16.254
"64" 2613.67299 16.27
"326" 4355.85421 16.296
"354" 4474.70068 16.437
"288" 4016.84752 16.408
"369" 4537.53398 16.293
"236" 3671.75935 16.291
"102" 2899.81995 16.34
"116" 2957.73794 16.365
"193" 3298.81567 16.33
"278" 3961.87585 16.44
"245" 3705.73871 16.315
"107" 2925.78073 16.442
"322" 4164.55654 16.299
"291" 4028.7998 16.433
"69" 2628.82291 16.275
"230" 3641.80432 16.452
"138" 3010.66175 16.345
"58" 2577.80157 16.351
"15" 2238.65955 16.279
"123" 2977.78325 16.327
"56" 2563.80943 16.417
"143" 3022.76773 16.388
"67" 2623.67757 16.328
"78" 2655.63884 16.418
"315" 4117.65595 16.265
"77" 2652.6441 16.436
"323" 4177.54397 16.404
"303" 4065.70254 16.438
"177" 3111.49139 16.455
"311" 4092.79494 16.355
"361" 4499.58997 16.397
"99" 2883.90294 16.375
"295" 4042.78182 16.431
"262" 3752.61322 16.273
"37" 2297.68502 16.282
"105" 2915.83503 16.455
"200" 3325.73307 16.453
"170" 3087.51212 16.444
"242" 3698.70963 16.433
"12" 2230.69451 16.428
"118" 2963.77969 16.394
"153" 3044.54015 16.357
"287" 4009.89459 16.398
"90" 2681.6933 16.354
"147" 3030.72592 16.435
"222" 3452.49699 16.419
"83" 2665.74343 16.442
"29" 2277.73242 16.439
"49" 2520.87992 16.296
"166" 3075.56551 16.446
"346" 4448.71344 16.32
"280" 3974.8322 16.383
"312" 4100.85135 16.445
"276" 3818.51446 16.376
"226" 3617.85473 16.405
"268" 3769.69823 16.439
"39" 2301.64719 16.421
"115" 2955.81028 16.293
"182" 3247.8449 16.351
"10" 2226.7379 16.257
"233" 3656.85802 16.43
"190" 3289.78183 16.466
"179" 3125.47996 16.38
"327" 4361.81498 16.4
"351" 4464.64739 16.431
"32" 2283.75887 16.334
"283" 3995.78251 16.444
"6" 2200.84015 16.394
"188" 3281.76827 16.375
"21" 2253.70422 16.43
"186" 3273.77253 16.298
"209" 3377.67227 16.284
"159" 3056.52931 16.337
"61" 2594.74983 16.421
"210" 3381.77781 16.409
"93" 2695.53147 16.262
"277" 3937.91698 16.448
"244" 3702.83187 16.441
"17" 2242.78979 16.434
"252" 3728.6224 16.285
"350" 4459.6492 16.302
"347" 4450.7238 16.426
"178" 3114.48269 16.359
"167" 3077.64896 16.444
"119" 2966.71908 16.266
"224" 3590.93461 16.312
"253" 3731.69362 16.311
"240" 3689.76296 16.446
"136" 3004.64139 16.424
"54" 2555.85039 16.305
"183" 3254.91729 16.42
"1" 2171.9007 16.315
"234" 3660.74393 16.281
"249" 3718.66859 16.259
"267" 3765.58843 16.304
"19" 2249.71285 16.279
"73" 2640.71138 16.378
"84" 2667.7583 16.449
"97" 2733.49182 16.428
"274" 3797.56922 16.318
"342" 4431.76492 16.4
"81" 2661.77338 16.273
"284" 3999.81546 16.345
"329" 4366.82186 16.279
"358" 4487.71987 16.43
"109" 2933.76466 16.29
"235" 3665.79341 16.45
"282" 3987.87571 16.353
"146" 3028.72091 16.387
"316" 4122.64771 16.436
"246" 3707.71479 16.277
"16" 2240.78791 16.29
"184" 3262.89185 16.267
"163" 3067.57853 16.385
"3" 2184.86209 16.413
"158" 3054.53002 16.409
"75" 2644.67935 16.416
"23" 2258.81933 16.398
"353" 4471.64648 16.327
"305" 4069.62895 16.275
"296" 4046.65659 16.285
"194" 3303.78652 16.415
"336" 4392.78175 16.42
"181" 3229.9114 16.367
"40" 2303.64403 16.403
"45" 2337.57203 16.419
"41" 2317.56775 16.3
"263" 3754.65136 16.306
"7" 2211.81589 16.414
"18" 2244.8405 16.446
"13" 2232.71505 16.442
"204" 3349.69277 16.416
"206" 3355.68081 16.319
"127" 2986.69953 16.381
"52" 2544.82628 16.273
"251" 3725.71891 16.42
"366" 4523.52108 16.376
"129" 2990.74286 16.27
"189" 3283.86805 16.353
"319" 4131.54544 16.425
"66" 2620.70297 16.431
"232" 3653.80218 16.451
"357" 4484.65711 16.411
"128" 2988.6667 16.296
"340" 4416.85003 16.42
"176" 3108.51341 16.394
"79" 2657.70125 16.383
"82" 2663.70438 16.376
"195" 3306.78016 16.326
"294" 4040.76642 16.445
"62" 2599.79124 16.405
"279" 3968.85861 16.335
"258" 3743.59534 16.389
"27" 2273.791 16.294
"26" 2271.63797 16.304
"256" 3738.62765 16.341
"87" 2675.67576 16.4
"328" 4364.79942 16.288
"9" 2223.76274 16.389
"169" 3084.54844 16.337
"88" 2677.68241 16.462
"198" 3314.75643 16.431
"273" 3790.58896 16.402
"31" 2281.73059 16.406
"137" 3006.69092 16.442
"269" 3772.66631 16.387
"108" 2929.81783 16.367
"174" 3102.49623 16.356
"25" 2265.66153 16.439
"110" 2939.77051 16.413
"122" 2977.75722 16.304
"187" 3276.81816 16.419
"162" 3060.54193 16.316
"337" 4397.79222 16.364
"302" 4060.65503 16.355
"43" 2326.52273 16.382
"155" 3048.53312 16.292
"310" 4087.73912 16.44
"36" 2295.68689 16.291
"286" 4007.73647 16.407
"114" 2952.74593 16.344
"297" 4048.74512 16.297
"42" 2322.61335 16.409
"265" 3758.67664 16.433
"254" 3734.68654 16.437
"205" 3352.65952 16.313
"168" 3081.64025 16.331
"330" 4370.7672 16.456
"202" 3334.66297 16.441
"103" 2905.80927 16.397
"218" 3414.53079 16.42
"104" 2910.83915 16.278
"50" 2535.91117 16.283
"38" 2299.67779 16.398
"257" 3740.59799 16.285
"225" 3592.90651 16.297
"306" 4072.66625 16.364
"370" 4540.55774 16.312
"317" 4124.62284 16.411
"34" 2291.69143 16.44
"65" 2617.7636 16.395
"191" 3294.77936 16.339
"365" 4520.58969 16.451
"63" 2607.74841 16.438
"68" 2626.65673 16.278
"321" 4153.57801 16.335
"117" 2961.72064 16.442
"71" 2634.64428 16.349
"349" 4457.66991 16.284
"335" 4388.75664 16.27
"324" 4345.87215 16.402
"341" 4425.70661 16.378
"144" 3024.71596 16.307
"275" 3804.56529 16.458
"48" 2397.50236 16.36
"121" 2975.76934 16.395
"60" 2589.73058 16.306
"325" 4350.83403 16.386
"199" 3321.67127 16.399
"95" 2705.55757 16.288
"112" 2946.76907 16.381
"343" 4435.7992 16.274
"260" 3748.62491 16.391
"363" 4507.62162 16.401
"51" 2542.78232 16.336
"259" 3746.59657 16.434
"339" 4410.82653 16.342
"266" 3761.72289 16.416
"120" 2969.66789 16.407
"100" 2888.88401 16.361
"91" 2685.63982 16.313
"57" 2571.86443 16.377
"264" 3756.75136 16.366
"126" 2983.71688 16.455
"148" 3033.64801 16.359
"150" 3038.63773 16.339
"5" 2191.83319 16.292
"2" 2183.86013 16.366
"154" 3046.55595 16.279
"314" 4107.72786 16.306
"367" 4530.51655 16.443
"368" 4533.53829 16.426
"46" 2349.53178 16.399
"214" 3399.62977 16.3
"300" 4055.73679 16.406
"33" 2289.68261 16.434
"203" 3338.71564 16.406
"70" 2631.6237 16.432
"134" 3000.65386 16.296
"348" 4453.70032 16.412
"101" 2894.81907 16.357
"180" 3134.48035 16.454
"281" 3981.75177 16.454
"345" 4442.75473 16.428
"272" 3785.62025 16.347
"227" 3629.76516 16.457
"135" 3002.6396 16.296
"140" 3016.67595 16.415
"22" 2256.70395 16.441
"132" 2996.65419 16.419
"47" 2366.50717 16.29
"308" 4080.6823 16.337
"4" 2189.80642 16.358
"231" 3646.88349 16.405
"89" 2679.70482 16.425
"229" 3638.76597 16.327
"289" 4023.75082 16.28
"318" 4126.69249 16.367
"28" 2275.72891 16.326
"223" 3585.9136 16.457
"165" 3072.61052 16.287
"11" 2228.78152 16.291
"139" 3012.75717 16.323
"271" 3778.63663 16.36
"156" 3050.53429 16.403
"301" 4057.71574 16.338
"228" 3633.81238 16.409
"152" 3042.59806 16.42
"293" 4037.77066 16.309
"307" 4077.69853 16.428
"211" 3389.66732 16.275
"113" 2949.75274 16.454
"237" 3675.77438 16.437
"106" 2921.83743 16.263
"171" 3089.57035 16.411
"243" 3700.74423 16.447
"255" 3736.67456 16.42
"239" 3686.8451 16.347
"333" 4379.81184 16.363
"338" 4402.86769 16.278
"185" 3268.81348 16.431
"14" 2234.70823 16.386
"161" 3058.52221 16.272
"124" 2979.80922 16.266
"125" 2981.81624 16.351
"320" 4149.63729 16.353
"208" 3369.68588 16.412
"172" 3092.55569 16.336
"111" 2942.74862 16.293
"248" 3715.63599 16.325
"131" 2994.77819 16.433
"250" 3722.62201 16.423
"130" 2992.68319 16.368
"35" 2293.66735 16.365
"72" 2637.6705 16.272
"55" 2559.73809 16.425
"213" 3396.59234 16.389
"331" 4373.76713 16.382
"261" 3750.59792 16.334
"74" 2642.68103 16.449
"98" 2870.90337 16.402
"149" 3035.65412 16.28
"80" 2659.72158 16.328
"85" 2671.6591 16.286
"362" 4502.62208 16.33
"352" 4467.65772 16.331
"221" 3444.53555 16.342
"76" 2650.661 16.297
"356" 4481.74351 16.266
