"a" "b"
"125" 2988.65784 14.417
"228" 3638.75861 14.32
"95" 2870.89604 14.448
"333" 4383.8099 14.502
"298" 4053.78005 14.401
"274" 3790.5818 14.329
"25" 2273.78444 14.444
"360" 4494.6376 14.397
"105" 2929.81061 14.515
"2" 2183.85277 14.423
"17" 2249.70625 14.418
"120" 2977.77612 14.506
"167" 3092.54818 14.412
"281" 3974.82351 14.348
"271" 3775.63045 14.4
"309" 4087.73215 14.457
"369" 4537.52688 14.35
"16" 2244.8339 14.321
"76" 2657.69463 14.496
"257" 3738.62061 14.323
"222" 3585.89965 14.482
"152" 3050.52712 14.46
"265" 3756.74426 14.503
"303" 4067.6316 14.447
"136" 3012.75 14.428
"219" 3444.52813 14.463
"365" 4520.5826 14.519
"75" 2655.62839 14.372
"126" 2990.73571 14.457
"362" 4502.6155 14.398
"71" 2642.67384 14.512
"94" 2733.48447 14.473
"212" 3402.62075 14.393
"195" 3310.82188 14.38
"34" 2297.67841 14.453
"72" 2644.67218 14.377
"85" 2677.67168 14.519
"150" 3046.54874 14.493
"33" 2295.68026 14.438
"336" 4397.78519 14.335
"1" 2171.89332 14.423
"293" 4040.75941 14.513
"183" 3273.76509 14.514
"326" 4361.80788 14.326
"28" 2279.73179 14.435
"21" 2258.81275 14.516
"352" 4467.65074 14.497
"37" 2303.6374 14.443
"153" 3052.52139 14.403
"102" 2915.8278 14.314
"223" 3590.92711 14.316
"43" 2349.52246 14.429
"251" 3722.61494 14.329
"147" 3040.65584 14.415
"176" 3229.90388 14.495
"88" 2685.6326 14.492
"122" 2981.80907 14.5
"63" 2620.69585 14.386
"109" 2946.76189 14.462
"347" 4450.71682 14.408
"142" 3026.67791 14.495
"318" 4131.53841 14.457
"83" 2673.64484 14.505
"231" 3653.79507 14.466
"181" 3262.88438 14.391
"240" 3692.67634 14.487
"370" 4540.5506 14.511
"172" 3111.48383 14.306
"272" 3778.62946 14.316
"117" 2973.82669 14.511
"53" 2563.80093 14.351
"93" 2712.51494 14.382
"13" 2238.65297 14.505
"302" 4065.69553 14.424
"292" 4037.76366 14.405
"160" 3067.57128 14.298
"31" 2289.67602 14.448
"339" 4416.84302 14.493
"163" 3077.6406 14.508
"218" 3434.59573 14.391
"308" 4084.70524 14.52
"170" 3105.52755 14.532
"356" 4481.73648 14.31
"79" 2663.69365 14.346
"254" 3731.68657 14.417
"230" 3646.8668 14.326
"54" 2571.85784 14.315
"234" 3665.78629 14.475
"29" 2281.72399 14.442
"173" 3114.47514 14.477
"27" 2277.72585 14.437
"249" 3718.66151 14.331
"239" 3689.75587 14.491
"179" 3247.83741 14.35
"11" 2232.70848 14.309
"99" 2899.8127 14.304
"305" 4072.65922 14.52
"343" 4435.79222 14.521
"101" 2910.8319 14.465
"253" 3728.61534 14.499
"68" 2634.63771 14.521
"9" 2228.77493 14.321
"149" 3044.53294 14.414
"30" 2283.75226 14.44
"276" 3804.55806 14.507
"198" 3325.7257 14.525
"51" 2555.84307 14.368
"210" 3396.58494 14.475
"139" 3020.69537 14.424
"284" 3995.77542 14.456
"91" 2699.57653 14.397
"158" 3060.5347 14.412
"296" 4048.73808 14.516
"191" 3300.86415 14.466
"345" 4441.85703 14.294
"245" 3705.73165 14.509
"221" 3570.93987 14.324
"262" 3750.59084 14.334
"98" 2894.81181 14.475
"364" 4509.60896 14.332
"194" 3308.78948 14.478
"107" 2939.76331 14.302
"138" 3018.65385 14.472
"349" 4457.66292 14.338
"316" 4124.61582 14.523
"145" 3033.64083 14.514
"154" 3054.52281 14.49
"8" 2226.73132 14.501
"66" 2628.81632 14.385
"311" 4100.84434 14.514
"205" 3359.67858 14.342
"319" 4149.6302 14.435
"327" 4364.79232 14.503
"110" 2949.74557 14.507
"62" 2617.75642 14.484
"313" 4107.72086 14.456
"288" 4009.88112 14.39
"255" 3734.67945 14.312
"206" 3369.67852 14.499
"329" 4370.76008 14.386
"118" 2975.76221 14.31
"100" 2905.80201 14.524
"87" 2681.68609 14.51
"131" 3000.64669 14.409
"363" 4507.61502 14.503
"134" 3006.68378 14.469
"244" 3702.82483 14.332
"310" 4092.78795 14.507
"144" 3030.71874 14.461
"164" 3081.63298 14.535
"261" 3748.61782 14.51
"78" 2661.76678 14.502
"7" 2223.75614 14.433
"196" 3314.74902 14.404
"300" 4057.70876 14.437
"23" 2265.65495 14.429
"3" 2184.85474 14.322
"275" 3797.56204 14.494
"189" 3296.77765 14.465
"137" 3016.66881 14.42
"10" 2230.68794 14.499
"224" 3592.89906 14.499
"270" 3772.65917 14.519
"151" 3048.52588 14.418
"190" 3298.80824 14.392
"290" 4023.74375 14.449
"174" 3125.47239 14.509
"295" 4046.64956 14.339
"324" 4350.82691 14.395
"211" 3399.6224 14.36
"70" 2640.7048 14.382
"269" 3769.69112 14.479
"320" 4153.57093 14.425
"232" 3656.85088 14.501
"197" 3321.6639 14.517
"186" 3283.86063 14.358
"247" 3712.81123 14.518
"113" 2957.73079 14.509
"354" 4474.69368 14.397
"348" 4453.69332 14.324
"215" 3414.52348 14.408
"32" 2291.68481 14.443
"322" 4177.53684 14.438
"350" 4459.6422 14.496
"168" 3098.55029 14.47
"314" 4117.64895 14.422
"86" 2679.69819 14.343
"277" 3817.52497 14.499
"280" 3968.85148 14.526
"148" 3042.59089 14.458
"226" 3629.75773 14.492
"114" 2961.70557 14.512
"5" 2200.83352 14.319
"45" 2397.49488 14.442
"323" 4345.86501 14.306
"165" 3084.53856 14.402
"278" 3936.94539 14.52
"233" 3660.73681 14.491
"56" 2580.82413 14.382
"20" 2256.69739 14.323
"332" 4379.80475 14.513
"128" 2994.77106 14.463
"294" 4042.77481 14.336
"260" 3746.58951 14.327
"282" 3981.74465 14.436
"182" 3268.80601 14.471
"143" 3028.71375 14.415
"111" 2952.73745 14.424
"321" 4164.54896 14.534
"238" 3686.83803 14.315
"353" 4471.63951 14.498
"108" 2942.74141 14.487
"133" 3004.63428 14.416
"103" 2921.83023 14.52
"315" 4122.64071 14.344
"184" 3276.81076 14.463
"297" 4051.72867 14.463
"258" 3740.59087 14.508
"156" 3057.56848 14.513
"157" 3058.515 14.486
"115" 2966.70541 14.456
"344" 4439.68014 14.512
"241" 3694.85967 14.311
"325" 4355.84708 14.501
"61" 2613.66581 14.476
"26" 2275.72232 14.456
"285" 3999.80837 14.469
"73" 2650.65258 14.511
"259" 3743.58822 14.397
"306" 4077.69153 14.419
"200" 3334.6556 14.421
"202" 3349.68539 14.518
"60" 2607.74116 14.355
"123" 2983.70973 14.313
"209" 3394.70551 14.369
"67" 2631.61713 14.382
"185" 3281.76085 14.507
"161" 3072.60324 14.418
"119" 2977.75009 14.517
"175" 3134.47278 14.482
"235" 3671.75225 14.409
"268" 3765.58128 14.488
"199" 3329.7603 14.524
"250" 3721.85609 14.464
"342" 4431.75793 14.513
"155" 3056.52209 14.409
"358" 4487.71284 14.497
"15" 2242.7832 14.504
"286" 4004.7968 14.508
"355" 4478.70735 14.406
"96" 2883.89562 14.318
"171" 3108.50589 14.409
"90" 2695.52423 14.389
"283" 3987.8686 14.471
"188" 3294.77194 14.394
"41" 2331.5459 14.46
"18" 2251.80113 14.422
"92" 2705.55029 14.482
"39" 2322.60598 14.524
"121" 2979.80209 14.324
"180" 3254.90977 14.381
"213" 3404.54886 14.475
"330" 4373.76005 14.333
"264" 3754.64425 14.333
"367" 4530.50946 14.397
"6" 2217.73618 14.43
"331" 4376.79919 14.497
"307" 4080.67533 14.521
"368" 4533.53117 14.343
"335" 4392.77473 14.504
"124" 2986.69237 14.454
"334" 4388.74958 14.497
"49" 2544.81892 14.386
"44" 2366.49801 14.527
"40" 2326.51536 14.527
"242" 3698.69783 14.318
"229" 3641.797 14.495
"159" 3062.52843 14.48
"225" 3617.84731 14.465
"80" 2665.73682 14.497
"84" 2675.66913 14.354
"57" 2588.86554 14.385
"47" 2535.90379 14.339
"74" 2652.63749 14.38
"36" 2301.6406 14.448
"246" 3707.70772 14.403
"304" 4069.62194 14.436
"46" 2519.92055 14.334
"64" 2623.67042 14.374
"341" 4425.6996 14.333
"256" 3736.66747 14.51
"243" 3700.73715 14.498
"177" 3238.93145 14.363
"237" 3683.79028 14.432
"263" 3752.60611 14.501
"127" 2992.67604 14.414
"140" 3022.76056 14.438
"48" 2542.77565 14.526
"267" 3761.71574 14.465
"299" 4055.72982 14.456
"19" 2253.69363 14.427
"77" 2659.71496 14.361
"178" 3246.91977 14.366
"35" 2299.67118 14.444
"273" 3785.61309 14.489
"328" 4366.81479 14.402
"291" 4030.87005 14.355
"24" 2271.62642 14.434
"106" 2933.75745 14.518
"266" 3758.66955 14.328
"192" 3303.77308 14.359
"346" 4448.70646 14.509
"22" 2261.60503 14.427
"169" 3102.48716 14.475
"201" 3338.70828 14.404
"52" 2559.73076 14.385
"337" 4402.86066 14.416
"116" 2969.66077 14.511
"220" 3451.50718 14.338
"82" 2671.65249 14.33
"97" 2888.87668 14.423
"58" 2594.7425 14.521
"204" 3355.67342 14.34
"340" 4420.85993 14.482
"162" 3075.55564 14.316
"279" 3961.86872 14.408
"217" 3428.59515 14.468
"359" 4490.70837 14.405
"104" 2925.77353 14.527
"135" 3010.65458 14.46
"89" 2690.58649 14.53
"227" 3633.79765 14.485
"193" 3306.77278 14.396
"216" 3418.61614 14.405
"207" 3377.66491 14.514
"317" 4126.68548 14.359
"132" 3002.63242 14.488
"236" 3675.76725 14.406
"208" 3389.65995 14.518
"129" 2996.64705 14.422
"361" 4499.5834 14.501
"351" 4464.64037 14.498
"50" 2551.81902 14.372
"65" 2626.64959 14.529
"81" 2667.75168 14.373
"214" 3409.52815 14.532
"55" 2577.79495 14.493
"357" 4484.65006 14.48
"12" 2234.70165 14.515
"4" 2191.82319 14.431
"59" 2599.7785 14.344
"289" 4016.84046 14.514
"146" 3035.64697 14.307
"112" 2955.80314 14.316
"141" 3024.70883 14.42
"301" 4060.64803 14.505
"312" 4104.74819 14.525
"38" 2317.5611 14.436
"366" 4523.51401 14.502
"252" 3725.71182 14.492
