"a" "b"
"74" 2654.7364 17.025
"151" 3053.55888 16.858
"282" 4037.75268 17.11
"195" 3338.69672 17.151
"232" 3698.68661 16.892
"180" 3276.83659 16.86
"137" 3020.68377 17.155
"66" 2634.58492 17.038
"19" 2253.6816 17.119
"263" 3804.54698 17.112
"298" 4092.77558 16.918
"281" 4030.85563 17.056
"271" 3994.90743 17.126
"83" 2675.62628 17.017
"150" 3051.5625 17.13
"191" 3321.65272 17.016
"230" 3692.66488 16.816
"136" 3018.64277 16.982
"58" 2607.72592 17.104
"251" 3756.73313 16.947
"211" 3434.58072 17.116
"250" 3754.56701 17.176
"119" 2981.79764 16.969
"197" 3355.71403 17.14
"170" 3109.50003 17.118
"284" 4042.76388 16.873
"162" 3081.62033 17.156
"152" 3055.55755 17.115
"65" 2631.60621 16.905
"249" 3751.70523 17.094
"341" 4469.65137 17.114
"28" 2288.72753 17.091
"107" 2942.73032 17.141
"57" 2599.76147 16.974
"352" 4507.60445 17.014
"242" 3727.64485 16.886
"318" 4376.78821 17.163
"71" 2646.64584 17.041
"135" 3016.65736 16.951
"274" 4007.71858 16.865
"120" 2983.69836 17.074
"111" 2957.71968 17.04
"122" 2988.64551 17.169
"329" 4425.84488 17.091
"326" 4410.86716 16.856
"21" 2262.68383 17.143
"125" 2994.75981 17.154
"38" 2322.5881 16.9
"193" 3329.7471 17.164
"10" 2230.67614 17.164
"49" 2551.80778 17.13
"96" 2892.84934 17.111
"215" 3608.92035 17.012
"233" 3700.72596 17.125
"141" 3028.67229 17.077
"205" 3403.63957 16.91
"52" 2571.846 16.935
"73" 2652.6243 17.128
"77" 2661.75614 17.015
"207" 3410.59152 17.187
"212" 3444.51719 17.081
"283" 4040.74767 17.127
"314" 4362.76515 17.05
"153" 3057.55676 17.139
"42" 2345.51335 16.924
"210" 3429.59136 16.927
"209" 3424.57648 17.115
"59" 2617.71759 16.916
"98" 2900.91205 16.922
"45" 2519.90861 17.039
"312" 4350.81579 17.168
"254" 3764.68169 17.069
"237" 3712.85062 17.156
"324" 4402.84966 17.149
"97" 2896.8238 17.108
"356" 4523.57976 17.127
"46" 2526.88684 17.144
"25" 2279.72112 16.937
"266" 3960.89653 17.123
"61" 2622.82871 17.123
"7" 2223.74513 16.96
"347" 4489.69128 17.202
"47" 2541.8811 17.045
"117" 2977.73816 17.128
"306" 4129.69942 16.887
"255" 3769.68012 17.164
"4" 2191.81204 17.018
"81" 2671.6344 17.009
"345" 4483.67457 17.169
"179" 3268.79492 17.16
"319" 4379.79376 17.164
"270" 3987.85241 16.871
"100" 2910.81148 17.174
"277" 4016.8295 16.907
"128" 3000.63546 17.104
"129" 3002.62016 17.16
"26" 2281.71321 16.993
"226" 3674.86315 17.164
"68" 2640.6691 16.87
"131" 3006.67208 17.119
"32" 2296.72638 16.889
"175" 3238.87722 16.913
"118" 2979.79023 17.072
"334" 4444.6823 16.836
"78" 2663.68302 16.894
"290" 4060.6369 17.178
"115" 2972.84552 17.068
"234" 3702.81357 17.068
"339" 4463.68044 17.161
"258" 3778.61837 17.116
"48" 2544.80786 16.926
"167" 3098.53719 17.199
"1" 2171.88226 17.008
"243" 3731.67522 17.163
"313" 4355.83632 17.099
"121" 2986.68063 17.019
"244" 3736.65611 16.992
"317" 4373.74871 17.152
"165" 3089.55101 17.115
"297" 4084.69415 17.163
"349" 4498.60762 16.944
"213" 3451.49179 17.141
"225" 3671.74106 17.093
"192" 3325.71448 16.851
"157" 3067.56036 17.019
"257" 3775.61913 17.128
"330" 4431.72206 17.192
"294" 4072.64817 17.175
"178" 3262.87163 17.023
"6" 2206.75803 16.834
"340" 4466.67019 17.149
"293" 4069.61025 17.193
"336" 4453.68067 16.97
"309" 4164.53697 17.093
"350" 4500.73065 17.017
"185" 3298.79716 17.107
"114" 2968.85806 17.15
"142" 3030.70762 16.974
"54" 2580.81324 17.121
"43" 2350.51547 17.005
"144" 3035.63581 17.101
"227" 3683.779 17.043
"116" 2975.66742 16.843
"295" 4077.68032 16.901
"218" 3638.81611 17.124
"236" 3707.69542 16.957
"204" 3400.63004 16.929
"275" 4009.79177 17.188
"252" 3758.65725 17.076
"89" 2694.56603 17.031
"223" 3661.7718 17.111
"124" 2992.6635 16.957
"16" 2244.82327 16.892
"342" 4473.60597 16.948
"62" 2624.82249 17.146
"220" 3646.85355 16.894
"23" 2273.64015 17.062
"123" 2990.77899 16.857
"163" 3084.52717 17.128
"203" 3398.65039 17.074
"305" 4126.61056 16.822
"351" 4502.65725 16.853
"246" 3745.60525 17.116
"216" 3615.91412 17.1
"221" 3653.78399 17.193
"346" 4486.67337 17.192
"168" 3101.50113 17.18
"37" 2316.55475 16.903
"202" 3390.77315 17.062
"95" 2883.88413 16.926
"86" 2681.67448 16.993
"159" 3072.54361 17.154
"106" 2939.75212 17.181
"327" 4416.82709 17.078
"256" 3772.648 17.147
"108" 2946.75083 16.905
"101" 2915.81681 17.057
"337" 4456.68345 16.999
