"a" "b"
"140" 3018.61704 14.666
"279" 3973.89608 14.486
"265" 3766.59551 14.526
"20" 2252.63118 14.655
"351" 4478.6672 14.454
"157" 3055.53158 14.708
"208" 3381.62678 14.806
"89" 2679.62715 14.728
"124" 2979.76434 14.444
"201" 3340.82609 14.615
"101" 2893.85692 14.892
"128" 2990.80812 14.497
"45" 2343.52268 14.822
"331" 4402.82466 14.771
"206" 3369.66719 14.682
"174" 3101.52619 14.885
"244" 3700.70079 14.672
"186" 3283.8228 14.512
"199" 3335.84068 14.666
"175" 3104.49767 14.544
"222" 3569.93535 14.515
"151" 3042.57652 14.516
"152" 3045.58535 14.916
"106" 2915.79024 14.806
"234" 3661.74644 14.736
"299" 4065.62941 14.694
"70" 2634.56106 14.697
"254" 3736.6307 14.838
"367" 4540.51445 14.472
"47" 2370.51941 14.654
"164" 3069.51859 14.438
"269" 3778.59306 14.614
"304" 4080.63709 14.509
"337" 4428.82201 14.519
"7" 2206.73211 14.554
"187" 3289.73576 14.56
"328" 4383.77384 14.51
"333" 4409.8441 14.923
"80" 2661.73117 14.607
"85" 2671.60048 14.453
"282" 3994.87882 14.791
"340" 4438.84463 14.445
"129" 2994.73449 14.853
"97" 2731.49408 14.929
"126" 2985.85302 14.456
"350" 4474.81209 14.648
"144" 3026.64133 14.619
"225" 3614.87727 14.517
"3" 2184.81537 14.615
"18" 2244.79945 14.422
"317" 4161.5673 14.787
"318" 4176.50884 14.549
"190" 3298.77194 14.902
"16" 2240.73781 14.599
"235" 3665.74981 14.549
"73" 2642.63682 14.627
"86" 2673.60284 14.665
"251" 3724.70957 14.917
"312" 4123.59059 14.937
"242" 3695.7037 14.78
"281" 3987.82621 14.818
"57" 2577.76058 14.621
"240" 3689.71661 14.703
"288" 4025.84656 14.646
"264" 3762.61403 14.693
"277" 3960.87126 14.927
"114" 2949.70939 14.836
"250" 3720.653 14.434
"28" 2279.63108 14.553
"257" 3745.74463 14.695
"81" 2663.63484 14.865
"138" 3013.63142 14.424
"307" 4100.80491 14.936
"82" 2665.66435 14.424
"316" 4153.5293 14.494
"226" 3621.90969 14.653
"280" 3979.88005 14.535
"315" 4144.55517 14.747
"91" 2685.58845 14.78
"273" 3796.58593 14.753
"17" 2242.74868 14.87
"37" 2300.67056 14.444
"286" 4016.88794 14.945
"260" 3752.5855 14.896
"181" 3254.87158 14.425
"285" 4011.87932 14.682
"109" 2929.87955 14.471
"123" 2975.64162 14.572
"2" 2183.81586 14.513
"5" 2191.77701 14.79
"99" 2884.83281 14.455
"321" 4355.81127 14.521
"284" 4008.71623 14.618
"173" 3098.50472 14.5
"100" 2888.86554 14.937
"198" 3328.83669 14.525
"255" 3739.60532 14.64
"209" 3386.6386 14.706
"67" 2626.61023 14.439
"360" 4509.57394 14.804
"353" 4485.67372 14.618
"21" 2253.6556 14.814
"324" 4368.88047 14.74
"247" 3707.66045 14.903
"216" 3415.5423 14.853
"163" 3067.53431 14.834
"9" 2223.72085 14.575
"289" 4028.75656 14.667
"346" 4458.64282 14.728
"63" 2617.68314 14.697
"313" 4125.70192 14.524
"193" 3306.73655 14.565
"51" 2540.86174 14.946
"117" 2957.69433 14.449
"241" 3692.63824 14.433
"203" 3353.64168 14.821
"87" 2675.6024 14.931
"53" 2550.89975 14.786
"72" 2640.63858 14.785
"300" 4068.64512 14.431
"34" 2294.67843 14.654
"323" 4364.78114 14.949
"176" 3108.4947 14.605
"196" 3314.70688 14.873
"33" 2292.70766 14.776
"22" 2256.66017 14.496
"19" 2249.66771 14.69
"311" 4121.61377 14.674
"96" 2711.53997 14.528
"147" 3032.78578 14.66
"10" 2226.69697 14.928
"68" 2629.60685 14.806
"355" 4492.73518 14.804
"105" 2910.78625 14.904
"228" 3633.76022 14.751
"116" 2955.76179 14.925
"120" 2966.6675 14.86
"52" 2544.78189 14.691
"185" 3280.88251 14.839
"135" 3007.62592 14.513
"12" 2230.65224 14.732
"204" 3356.63536 14.497
"4" 2188.86595 14.432
"322" 4361.79702 14.571
"224" 3608.89441 14.468
"223" 3592.88759 14.561
"231" 3646.82083 14.87
"38" 2302.64418 14.601
"361" 4515.5403 14.853
"24" 2262.65992 14.533
"229" 3639.7659 14.806
"276" 3935.91712 14.635
"319" 4345.83619 14.652
"332" 4406.77496 14.577
"189" 3296.69084 14.679
"177" 3115.51673 14.52
"243" 3698.6559 14.471
"145" 3028.64673 14.901
"98" 2879.88692 14.545
"214" 3406.54287 14.429
"125" 2983.67199 14.889
"148" 3035.61038 14.562
"271" 3785.5767 14.783
"8" 2216.85619 14.435
"298" 4057.67292 14.47
"253" 3731.62008 14.484
"102" 2897.81851 14.647
"150" 3040.58842 14.91
"121" 2968.83051 14.438
"74" 2644.62703 14.579
"11" 2228.74071 14.513
"202" 3349.64886 14.687
"188" 3294.7424 14.473
"154" 3049.54271 14.655
"245" 3702.78839 14.905
"219" 3434.55192 14.437
"71" 2637.59894 14.425
"134" 3005.67331 14.834
"261" 3755.5973 14.554
"292" 4040.72279 14.44
"159" 3059.52953 14.529
"221" 3450.52549 14.777
"283" 4004.76118 14.837
"211" 3398.61914 14.843
"25" 2269.72106 14.681
"84" 2669.66747 14.928
"103" 2903.86447 14.685
"168" 3081.59468 14.488
"13" 2232.67405 14.804
"359" 4507.58083 14.544
"55" 2558.87612 14.432
"295" 4048.70213 14.685
"325" 4371.744 14.429
"113" 2946.72555 14.476
"179" 3132.49575 14.544
"212" 3400.60465 14.462
"218" 3429.56388 14.499
"64" 2620.62665 14.435
"62" 2607.69992 14.886
"83" 2667.62529 14.634
"50" 2526.85356 14.586
"227" 3628.88915 14.859
"182" 3261.90442 14.582
"162" 3064.53669 14.467
"272" 3790.54551 14.679
"305" 4084.66785 14.8
"320" 4349.89725 14.486
"6" 2200.79698 14.509
"314" 4129.67441 14.709
"365" 4531.52202 14.714
"88" 2677.60026 14.501
"296" 4053.74431 14.628
"344" 4453.65571 14.823
"155" 3051.53631 14.942
"142" 3022.69016 14.836
"132" 3001.61495 14.737
"256" 3742.65594 14.603
"310" 4117.61282 14.938
"262" 3758.60194 14.944
"61" 2599.7357 14.578
"107" 2921.79211 14.861
"141" 3020.65818 14.577
"364" 4525.52491 14.644
"36" 2298.71891 14.838
"366" 4537.51586 14.782
"263" 3760.73678 14.488
"306" 4092.74466 14.607
"158" 3057.53145 14.87
"54" 2554.86994 14.574
"334" 4416.71131 14.426
"29" 2281.6785 14.811
"65" 2622.80245 14.641
"143" 3024.67223 14.44
"104" 2906.81315 14.437
"166" 3075.51827 14.444
"95" 2704.58478 14.505
"291" 4037.7279 14.746
"108" 2924.88184 14.546
"293" 4042.73914 14.646
"236" 3671.71571 14.592
"258" 3748.60492 14.44
"160" 3060.52311 14.645
"46" 2353.51655 14.633
"79" 2658.71584 14.942
"118" 2960.71528 14.81
"249" 3716.70656 14.603
"356" 4497.66349 14.677
"23" 2259.65471 14.874
"326" 4376.76328 14.638
"327" 4379.76898 14.669
"335" 4420.82382 14.93
"270" 3781.60416 14.797
"330" 4397.74611 14.857
"278" 3967.90063 14.45
"169" 3083.60175 14.71
"149" 3037.61712 14.591
"76" 2651.69929 14.752
"31" 2288.69965 14.858
"137" 3011.65596 14.874
"287" 4021.83471 14.876
"220" 3442.5237 14.665
"27" 2276.63657 14.903
"139" 3016.63192 14.774
"308" 4104.7097 14.674
"215" 3410.56635 14.933
"59" 2588.82668 14.6
"233" 3656.81104 14.842
"238" 3683.75364 14.656
"171" 3089.52498 14.759
"122" 2971.83786 14.795
"136" 3009.62372 14.603
"192" 3303.7351 14.917
"180" 3230.86803 14.93
"49" 2519.88149 14.438
"1" 2171.85654 14.441
"352" 4482.69199 14.933
"119" 2963.702 14.486
"127" 2988.61657 14.779
"130" 2997.61741 14.513
"309" 4107.6473 14.491
"183" 3272.88409 14.561
"207" 3377.62823 14.736
"232" 3652.87249 14.617
"210" 3390.64161 14.53
"294" 4045.83847 14.525
"170" 3086.53764 14.426
"110" 2932.84764 14.831
"167" 3077.60345 14.656
"42" 2325.56394 14.65
"338" 4431.74681 14.913
"161" 3061.52422 14.78
"342" 4444.65727 14.424
"75" 2649.65042 14.512
"194" 3308.75316 14.819
"153" 3047.53721 14.448
"195" 3310.78567 14.454
"172" 3092.50765 14.462
"178" 3123.4956 14.814
"78" 2656.73003 14.661
"197" 3321.62741 14.674
"115" 2952.70013 14.509
"30" 2283.71411 14.473
"131" 2999.63702 14.757
"358" 4502.60486 14.625
"246" 3705.69273 14.616
"146" 3030.68201 14.443
"184" 3275.88296 14.957
"39" 2304.64883 14.885
"339" 4435.71667 14.659
"94" 2698.60222 14.716
"237" 3674.83783 14.859
"111" 2941.82454 14.546
"301" 4070.64156 14.633
"165" 3072.51304 14.725
"56" 2571.82193 14.6
"336" 4424.84354 14.69
"248" 3713.63202 14.937
"252" 3727.61847 14.56
"112" 2943.69883 14.783
"43" 2330.57263 14.611
"156" 3053.5333 14.496
"349" 4471.62798 14.908
"274" 3804.5217 14.514
"191" 3300.8278 14.525
"329" 4391.87443 14.805
"44" 2337.52448 14.763
"230" 3641.75977 14.537
"259" 3750.63084 14.63
"60" 2593.81584 14.542
"347" 4462.65748 14.541
"213" 3403.61337 14.746
"343" 4450.67093 14.465
"32" 2290.73751 14.538
"357" 4499.68592 14.916
"77" 2654.65177 14.444
"217" 3421.61178 14.919
"40" 2315.57216 14.837
"58" 2580.78936 14.687
"363" 4523.55273 14.456
"345" 4456.6584 14.497
"90" 2681.64878 14.797
"41" 2322.55022 14.738
"239" 3686.79971 14.446
"92" 2690.54267 14.679
"266" 3769.59654 14.926
"93" 2694.5404 14.51
"348" 4467.63956 14.479
"297" 4055.69406 14.92
"133" 3003.64393 14.561
"341" 4441.81476 14.726
"66" 2624.79708 14.929
"290" 4030.82827 14.584
"200" 3336.70487 14.795
"26" 2272.62583 14.438
"35" 2296.69736 14.583
"267" 3772.62111 14.576
"303" 4077.6543 14.833
"354" 4487.67071 14.873
"14" 2234.66678 14.548
"275" 3816.5269 14.46
