"a" "b"
"176" 3238.87722 14.751
"164" 3084.52717 14.681
"259" 3778.61837 14.733
"303" 4117.63786 14.779
"317" 4369.77321 14.606
"29" 2288.72753 14.563
"246" 3739.65947 14.696
"250" 3751.70523 14.697
"320" 4379.79376 14.669
"7" 2223.74513 14.678
"60" 2617.71759 14.743
"341" 4466.67019 14.67
"12" 2234.69099 14.696
"335" 4444.6823 14.814
"247" 3745.60525 14.661
"48" 2541.8811 14.633
"155" 3059.55537 14.752
"234" 3700.72596 14.711
"114" 2966.69433 14.736
"177" 3246.909 14.649
"196" 3338.69672 14.668
"349" 4493.65087 14.615
"49" 2544.80786 14.824
"216" 3608.92035 14.833
"44" 2350.51547 14.592
"214" 3451.49179 14.735
"291" 4060.6369 14.52
"308" 4147.57581 14.572
"292" 4065.65505 14.682
"294" 4069.61025 14.73
"139" 3022.74937 14.649
"346" 4483.67457 14.737
"297" 4080.66455 14.711
"245" 3736.65611 14.798
"248" 3747.71831 14.774
"244" 3731.67522 14.787
"342" 4469.65137 14.822
"243" 3727.64485 14.734
"13" 2238.63554 14.698
"159" 3069.54536 14.646
"282" 4030.85563 14.711
"83" 2673.63322 14.594
"305" 4123.70956 14.765
"167" 3092.53624 14.686
"185" 3296.71709 14.689
"356" 4520.56116 14.816
"146" 3041.54231 14.682
"99" 2900.91205 14.793
"175" 3230.89365 14.723
"206" 3403.63957 14.559
"169" 3101.50113 14.616
"174" 3133.4946 14.658
"26" 2279.72112 14.815
"115" 2968.85806 14.761
"66" 2631.60621 14.82
"254" 3761.70458 14.806
"272" 3994.90743 14.627
"301" 4104.73619 14.644
"142" 3028.67229 14.771
"271" 3987.85241 14.581
"116" 2972.84552 14.809
"95" 2872.87072 14.53
"225" 3665.775 14.736
"140" 3024.69775 14.773
"267" 3960.89653 14.836
"121" 2983.69836 14.79
"61" 2620.68226 14.773
"86" 2679.68743 14.641
"331" 4431.72206 14.585
"241" 3721.63332 14.85
"81" 2667.6568 14.803
"120" 2981.79764 14.639
"343" 4473.60597 14.705
"223" 3656.83636 14.67
"270" 3979.90767 14.727
"1" 2171.88226 14.64
"255" 3764.68169 14.708
"311" 4176.54265 14.562
"171" 3109.50003 14.603
"230" 3689.74184 14.686
"128" 2998.61732 14.838
"69" 2640.6691 14.6
"334" 4441.84602 14.51
"357" 4523.57976 14.702
"353" 4507.60445 14.547
"237" 3707.69542 14.668
"42" 2337.55357 14.778
"18" 2251.84136 14.523
"323" 4392.73519 14.756
"20" 2256.68667 14.638
"21" 2262.68383 14.544
"54" 2577.7845 14.672
"183" 3283.84963 14.669
"30" 2290.76232 14.818
"318" 4373.74871 14.708
"156" 3061.54959 14.544
"58" 2599.76147 14.733
"339" 4458.66812 14.773
"158" 3067.56036 14.712
"231" 3692.66488 14.716
"192" 3321.65272 14.702
"360" 4534.51805 14.724
"33" 2296.72638 14.684
"32" 2294.70477 14.766
"278" 4016.8295 14.704
"325" 4402.84966 14.655
"193" 3325.71448 14.741
"330" 4425.84488 14.775
"226" 3671.74106 14.654
"277" 4014.81716 14.71
"348" 4489.69128 14.613
"3" 2184.84118 14.749
"312" 4192.51363 14.658
